,label,strang_fact,text
1605,0.0,,«Ростелеком» предоставит доступ в интернет региональному отделению&amp;#8230;
1606,-1.0,,Сотовый оператор «Мегафон» повысил цену на часть архивных тарифных планов для жителей Москв... http://t.co/IZcNKLxMaG http://t.co/yrMkOyKhVM
1607,-1.0,,@rostelecom_fe куда идет))? В пригороде как не было интернета так и нет и перспективы ни какой
1608,0.0,,"""Ростелеком"" не пускают к власти"
1609,0.0,,"""Ростелеком"" заключил Государственный контракт с региональным отделением Фонда социального страхования Российской Федерации по Чувашской Ре"
1610,1.0,,RT @aviasales: В «Билайн» самый выгодный инет в роуминге! Делитесь фото из любой точки мира за 150 руб/сутки. http://t.co/qX466m3J2j http:/…
1611,1.0,,GPRS-роуминг Beeline расширяется в Хорватии - http://t.co/UqKJwCwn2D #uzb
1612,-1.0,,RT @roscosmopolit: Важная информация для москвичей. #Мегафон увеличил цены на своих тарифных планах http://t.co/EP7vW05HC3 @In_mskru @KFM93…
1613,0.0,,Привет @ru_mts http://t.co/fBfXfZCnlz
1614,-1.0,,Старые тарифы «Мегафона» выросли в цене на 20 процентов  http://t.co/XlOYrIds65
1615,-1.0,,"Из отзывов о беспроводном интернете МТС: Не интернет, а долгое и мучительное вытягивание кота за символ компании."
1616,-1.0,,«Мегафон» повысил стоимость старых тарифов на 15-20% http://t.co/iDP5Ezw4yr
1617,-1.0,,RT @PogrebnyakAA: «Мегафон» повысил цены архивных тарифов для Москвы и Подмосковья http://t.co/XGFQs6EsW5
1618,-1.0,,RT @alla_alsnum: Максимальный репост!!! #Мегафон увеличил цены на своих тарифных планах http://t.co/DR5yfs2nSk  @VedomostiTech @ht_mail_ru
1619,0.0,,"как имя отчество Осипенко, директора Хабаровского МТС?"
1620,0.0,,"@snippamuzik, отправили запрос на удаление номера из рассылки. ^АВ #МТС"
1621,-1.0,,RT @VeronVeranda: #Мегафон до сих пор Олимпиаду не отбил? До сих пор на людях зарабатывает http://t.co/bWaMbvSee3 @mobile_review @eldarmurt…
1622,0.0,,"Ростелеком запускает новый канал ""История"".Телеканал, который открывает Ростелеком, создан при помощи радио и телевидения &amp;quot;Россия&amp;quot"
1623,-1.0,,"RT @IDIOTKAKTUS2: @kaktusice мтс 60 кбит/с 
им норм :D"
1624,,label is None,#лайф Як перевірити бонусний рахунок мтс і навіщо потрібні бонуси? http://t.co/X2HLd4vhML #мобильнаясвязь
1625,-1.0,,"Старые тарифы ""Мегафона"" подорожают для москвичей на 20% http://t.co/3P5u7LixVl"
1626,,label is None,"Баба Шура сказала, что странный и забавный человек орёт в мегафон."
1627,,label is None,RT @yusupov_s: 10-14 август кунлари МТС мобил тармо?и тест режимида ишлатиб кўрилади. Сим карталарни тайёрлаб туринглар.
1628,0.0,,взаймы на теле2 http://t.co/LJpDWXLLhX
1629,,label is None,"RT @BeelineKG: Орозо айт майрамы?ыздар менен куттуктайбыз!
Поздравляем вас с праздником Орозо айт! http://t.co/O74JonHnCq"
1630,-1.0,,"@ru_mts вы можете объяснить, почему снимаете деньги за интернет когда у меня выбранна другая симка на телефоне, и ладно бы...(1)"
1631,-1.0,,@s_vakarchuk МТС так и не привлекли за прослушку телефонов? Ты тоже на это надеешься?
1632,0.0,,@tele2kz не за что
1633,0.0,,«Ростелеком» предоставит доступ в интернет региональному отделению Фонда социального страхования в Чувашии http://t.co/Upx9k5W0rJ
1634,1.0,,RT @home_gadgets: МТС провела акселерационную программу для молодых инноваторов
1635,0.0,,"@_Insomunia_ Добрый день!Надеемся,что наш сотрудник в разговоре предоставил информацию и алгоритм действий для решения вопроса.#билайн"
1636,1.0,,"@lerafedotikova я в 4 классе школы недолюбливал людей, у которых в семьях пользовались опсосами, отличными от МТС. Примерно та же ситуация"
1637,0.0,,Чиновники озаботились проблемой с частотами «Ростелекома» для LTE http://t.co/WuG2IdYnBa
1638,-1.0,,"@sv__et, проверили указанную Вами ссылку, сейчас все пункты из меню ""Что делать, если настройки не приходят?"" выбираются корректно. ^НК #МТС"
1639,0.0,,RT @Shurkhaev: программа прошивка для модема билайн http://t.co/P2Pu2fj2do
1640,-1.0,,"@Tele2KZ я бы с радостью, но по акции @Chocolifeme их можно забрать только на пр.Республики. По информации ваших сотрудников в Азиа Парке."
1641,1.0,,LTE роуминг от МегаФона теперь и в Монако
1642,1.0,,RT @megafonvolga: LTE-роуминг от «МегаФона» теперь и в Монако http://t.co/QDzOULzsCm
1643,0.0,,“@ru_mts: для отключения наберите на Вашем мобильном телефоне команду *111*1212*2# и вызов #МТС” чтобы убрать это http://t.co/CHwnNiHVFj
1644,-1.0,,"@averdyakov Иногда такое случается. Пож-та,извините. Если Вы назовете адрес офиса, мы уточним наличие sim с необходимым тарифом. #билайн"
1645,1.0,,"Новые технологии и услуги, предлагаемые компанией &amp;quot;Ростелеком&amp;quot;, помогут избавиться от депрессий"
1646,0.0,,#RT Сегодня или завтра буду тестить скорость мтс на даче у меня
1647,-1.0,,@mariaLPsoldier стоп. У тебя мегафон? Лол
1648,1.0,,Корпоративные клиенты МегаФона получили доступ к услуге Онлайн конференции  http://t.co/7y8bh1m7Rx
1649,0.0,,"Взять кредит на мтс, как взять кредит на мтс?: http://t.co/r25sdOho7N на @YouTube"
1650,0.0,,"RT @ru_mts: @TGpavlova, в настоящий момент Вашим вопросом занимаемся, просим просто подождать и воспользоваться сервисом позднее. ^НК #МТС"
1651,0.0,,"Сельхозпредприятия Чернского района ведут уборку зерновых. Первыми начали страду в хозяйствах: «Лидер», МТС «Чернская», «КраПП». На 21 июля"
1652,-1.0,,Сотовый оператор «Мегафон» повысил цену на часть архивных тарифных планов для жителей Москвы и Подмосковья. Теперь минута разговора при зво
1653,-1.0,,На 20 процентов с сегодняшнего дня подорожали старые тарифы «Мегафона» - CPV.ru
1654,0.0,,"может, удастся уговорить отца привезти мне вечером карту МТС, но кто знает."
1655,-1.0,,"Похоже настал момент, когда пора отказываться от @megafonru"
1656,-1.0,,"RT @tjournalru: Минсвязи (при участии ФСБ и Ростелекома) провело учения, чтобы выявить, как бы лучше защитить Рунет от внешних угроз http:/…"
1657,0.0,,RT @rostelecom_fe: #Владивосток станет финальным в проекте #СердцеГорода. 30 июня в 18.00 на набережной Цесаревича соберем самое красивое с…
1658,1.0,,"Ростелеком наконец-то все исправил. Скорость восстановилась до той, которая была указана в тарифном плане, а... http://t.co/yCI1hwKSB0"
1659,0.0,,"@LenkaEremina на пасте 2,там билайн вроде"
1660,-1.0,,"RT @NekhaevskiyN: ""Мегафон"" повысил старые тарифы на 20 %  http://t.co/ERVfhECXJz #мегафон #уроды"
1661,1.0,,МТС вложит 670 млн рублей в Кировскую область  #Киров #Новости
1662,0.0,,у кого теле2 добавляйтесь в друзья!
1663,1.0,,Пользователи «ВКонтакте» смогут зарабатывать на своем видео #Apple #Мегафон
1664,0.0,,"""МТС Банк"" предложил своим клиентам виртуальную карту ""МТС Деньги"" http://t.co/2obZ9fLThV"
1665,0.0,,"@Tele2Russia могу я обратиться в офис с заявлением о непричастности к договору и тем, что я являюсь фактическим пользователем номера?"
1666,1.0,,"RT @dyukro: Топ 3 моих любимых сериалов:
1. Теория Большого Взрыва
2. Сверхъестественное
3. Реклама ""Билайн"""
1667,0.0,,RT @NadyaGrechixina: Драйвера на билайн модем http://t.co/KUdVYWeAkY
1668,1.0,,«Мегафон» запустил видеоконференции для корпоративных клиентов http://t.co/4OvO7vswWR http://t.co/Jrewk1SdDU
1669,1.0,,RT @fugyfuselopo: «Билайн» предлагает выгодный мобильный интернет в путешествиях
1670,0.0,,"Люди срочняк, подскажите номер тех.поддержки ростелеком"
1671,-1.0,,"Устроился в Ростелеком, заебали со своим инструктажем:D"
1672,0.0,,@Tele2Russia вроде номер 312. Подписки на короткие номера я имею ввиду
1673,0.0,,Обзор МТС 982T. Смартфон за 2790 рублей! http://t.co/YgbJ6EHikK
1674,-1.0,,RT @SPotresov: Продолжаю радовать новостями: При краже телефона #МТС блокировка симкарты 34 руб и далее 1 руб./сутки http://t.co/5uo5s12qG1
1675,1.0,,«Билайн» прошел проверку на прочность http://t.co/T7KIjTaPoO #уфа
1676,0.0,,я в первый раз сегодня звонила в МТС :D
1677,1.0,,"#RT у меня теперь есть мегафон*__* завтра поболтаем, зай #RT"
1678,1.0,,Делить интернет-трафик своего смартфона между несколькими интернет-устройствами смогут абоненты &amp;quot;Билайн&amp;quot;
1679,0.0,,29 июля 2014 г. Краснодар. Компания «МегаФон» предлагает абонентам воспользоваться самым популярным пакетом интернет-услуг для смартфонов и
1680,0.0,,Работаю (@ Салон-магазин МТС) https://t.co/W0wHRsveCh
1681,-1.0,,Сучарский мтс!!!!!!!
1682,-1.0,,#анекдот Билет РЖД купленный через МЕГАФОНОВСКИЙ интернет карточкой СБЕРБАНКА с доставкой ПОЧТОЙ РОССИИ — открывает врата ада.
1683,-1.0,,http://t.co/LyShHmC5GF «Мегафон» повышает цены на ряд архивных тарифов
1684,-1.0,,В Луганской области возникли проблемы с мобильной связью у операторов МТС и Лайф https://t.co/OW12nuVzUO
1685,-1.0,,"RT @ru_mts: @parampampamgaga @4EMOB, на данный момент сайт работает. Приносим извинения за возможные неудобства. ^АВ #МТС"
1686,0.0,,Я 44 дня с Билайн.
1687,-1.0,,"Лол, у всего города нет домашнего интернета от МТС :)"
1688,1.0,,Управлять мобильными подписками в сети Tele2 стало проще.Теперь абоненты Tele2 могут быстро и просто получать информацию об активированных
1689,0.0,,"Tele2 представляет новую рекламную концепцию.Компания Tele2 полностью поменяла свой образ в рекламе, обновила линейку тарифов и усовершенст"
1690,0.0,,оао ростелеком астраханский филиал руководство http://t.co/5laDqQE58O #оао
1691,0.0,,RT @rt_nnovgorod: Есть ли динозавры в ПФО?Исследование участницы конкурса #Ростелеком #Ятутбыл http://t.co/8mKYUWna3j http://t.co/bT0aHx9Tld
1692,,label is None,Mb-тар тез-тез кететiн болды. Теле2 кулыкка кошкен сиякты. http://t.co/Fnya9Rzvo9
1693,0.0,,«Ростелеком» предоставит доступ в интернет региональному отделению Фонда социального... http://t.co/DysaceHOPT #новости #news #лето
1694,0.0,,Вологжан приглашают принять участие в благоустройстве Парка Мира.В рамках всероссийской кампании «Скажи свое слово» Вологда – Tele2 22 дека
1695,-1.0,,@ru_mts Почему не предупреждают о смене протокола авторизации?????
1696,-1.0,,"- Ой, Мам, а это СМСка пришла, меня МТС с днем рождения поздравляют? - Нет, доча, эти СМС присылают, только когда им денег надо..."
1697,0.0,,"""Ростелеком"" откроет кредитные линии в ВТБ и Россельхозбанке на 8 млрд рублей"
1698,0.0,,"Пришел Билайн подключать интернет, подключили. Теперь сидят без палева смотрят телевизоры на мвидео..."
1699,-1.0,,шел 2-й месяц как не работал личный кабинет @rostelecom_fe в г. Якутске... Важнее конечно сахаселигер поддерживать
1700,0.0,,"@_Black_square_, уточните, пожалуйста, период списания, Ваш номер МТС и ФИО владельца. Проверим корректность. ^АВ #МТС"
1701,0.0,,@Tele2Russia на данный момент остался вопрос: 9516599649 зарегистрирован на Елистратову О.М? Мама говорит вроде без паспорта оформляла симку
1702,0.0,,Ростелеком поддержал праздник огурца в Суздале.«Ростелеком» традиционно выступил партнером XIV Международного праздника Огурца в Суздале. М
1703,-1.0,,"@ru_mts в первых числах оплачу, заблокирую карту и перейду на другого оператора. 8 лет пользовался и этого достаточно"
1704,0.0,,"чувствую что у меня на лайфе куча пропущеных,кто звонил я на МТС если что)"
1705,0.0,,руководство бизнес-единицы россия вымпелком http://t.co/aYIhQrKxzq #россия #руководство
1706,1.0,,&amp;laquo;Ростелеком&amp;raquo; ввел в коммерческую эксплуатацию новую услугу &amp;laquo;Защищенный доступ в Интернет из виртуальной частной сети&amp;raqu
1707,1.0,,"Звонил мужчина из Казани, умолял найти для него телефонный номер техподдержки Мегафона. ""Спасибо, Настенька, - говорит, - всех благ тебе"""
1708,-1.0,,"@ru_mts сим-карту по совету ваших сотрудников меняла. Телефон проверяла. Настройки тоже. Показывает, что интернет работает (буква H+)"
1709,0.0,,"""МТС Банк"" предложил своим клиентам воспользоваться виртуальной картой ""МТС Деньги"", чтобы обезопасить свои платежи в интернете. Карта попо"
1710,0.0,,"@SamFollowah, возможно, что SIM вышла из строя. Переставьте ее, пожалуйста, в другой телефон. ^АВ #МТС"
1711,1.0,,МегаФон запустил видеоконференции для бизнеса
1712,0.0,,"@arrucrecti1972, с чем связан Ваш отклик относительно МТС? Будем признательны за комментарии. ^АВ #МТС"
1713,0.0,,образец заполнения анкеты мтс http://t.co/WcSqamnoEH #образец #заполнения
1714,-1.0,,«МегаФон» запустил видеоконференции для бизнеса
1715,-1.0,,"@ru_mts Писал вам уже, сказали, что передали информацию, но так и продолжает отваливаться (сеть видна, но в ней девайсы не регистрируются)"
1716,-1.0,,«Мегафон» повысил стоимость тарифов на 15-20% http://t.co/aG0vMSgreI
1717,0.0,,RT @GirlClimb: Мегафон Интернет для LG GD350
1718,0.0,,мтсбу заполнение бланк http://t.co/5Yy5TOWcB7 #заполнение #мтсбу
1719,1.0,,"#ulsk RT «МегаФон» укрепил связь в Ульяновске, Димитровграде...: «МегаФон» расширил емкость сети на двадцати у... http://t.co/USZ5FwwDDI"
1720,1.0,,@abrmhah не гони на МТС
1721,1.0,,Чебоксарцы выиграли путевки «МегаФона» на Олимпиаду в Сочи
1722,0.0,,@ya_irishka @ru_mts согласен
1723,0.0,,"@ThatPowerOne Тимур,добрый день!Уточните,пож-та,трудности возникают на станции или при движении?Как давно Вы заметили эту проблему?#билайн"
1724,0.0,,http://t.co/B7UmP0jJba ДМТС Реле разные 3 квартал 2014г. #tender
1725,1.0,,GPRS-роуминг @beeline_uz расширяется в Хорватии: http://t.co/t1kwPQ2VsF http://t.co/CmWzbmCYgq
1726,-1.0,,"мтс почему-то так деньги на счет ин е зачислил. видимо это судьба, чтоб я больше никому сегодня не хамил =("
1727,-1.0,,МТС сегодня прям подставляет с интернетом.
1728,0.0,,Beeline программы - http://t.co/1yTR7iPnNz
1729,0.0,,"Летняя акция World of Tanks, World of Warplanes для абонентов МТС! http://t.co/75qOpOyvMd"
1730,0.0,,"Летняя акция World of Tanks, World of Warplanes для абонентов МТС! http://t.co/UEEohgn1N6"
1731,-1.0,,"Был бы прикол, конечно, если б я вчера к этому билайну подключился)))"
1732,-1.0,,Весь день нет сети!!! Ужас МТС меня подводит!! Иду завтра менять симку!
1733,0.0,,"ВНИМАНИЕ! ОПРОС! Друзья! Для тех,у кого РОСТЕЛЕКОМ!"
1734,0.0,,"ВНИМАНИЕ! ОПРОС!Друзья!Для тех,у кого РОСТЕЛЕКОМ! …"
1735,0.0,,"ВНИМАНИЕ! ОПРОС!Друзья!Для тех,у кого РОСТЕЛЕКОМ! … … … #RT"
1736,0.0,,"ВНИМАНИЕ! ОПРОС!Друзья!Для тех,у кого РОСТЕЛЕКОМ! … …"
1737,-1.0,,#RT В салоне мтс. У моей подруги жестко тупит интернет
1738,0.0,,"@BellevuePreps, уточните, пожалуйста, сейчас все работает? ^АВ #МТС"
1739,1.0,,"После просмотра рекламы от МТС с Аллой Цупер, вдохновился, впервые реклама безумно нравится. Думал она в теме, но жаль...у нее семья и дочь."
1740,-1.0,,Встретил друга с Мегафона. У него минус 17 миллионов рублей на балансе.
1741,0.0,,RT @EstherKrueger4: Модемы мтс драйвера http://t.co/Xki2TSMkbg
1742,0.0,,Программа для модема мтс коннект - http://t.co/ZA1bOvgIVv
1743,-1.0,,RT @AppleStage_com: В МегаФоне существенно подорожали тарифы - http://t.co/K5tSvHNa8I
1744,-1.0,,"Как наебать #мегафон, который наёбывает тебя - http://t.co/MwSVsorV7v"
1745,0.0,,@megafonru Мегафон есть в офисе за пределами России ? мне нужно решить эту проблему. я могу отправить копию моего паспорта.
1746,0.0,,"RT @Mgfvolga_Help: @Gordon01_G1 @megafonru 
Ваш вопрос повторно передан на проверку и о решении Вам будет сообщено дополнительно."
1747,0.0,,#follow &amp;quot;Вымпелком&amp;quot; передал данные за границу
1748,-1.0,,"RT @naganoff_ru: Старые тарифы «Мегафона» подорожают на 20% для жителей Москвы http://t.co/XKpL3ubk9S Интересно, разошлют ли каждому абонен…"
1749,-1.0,a few labels,"Увидел в метро и заулыбался) Если это самый быстрый интернет, то могу представить что у билайн с мтс ))) http://t.co/Kj4QKmAuEV"
1750,-1.0,,"Написал в твиттер про ёбаный Мегафон, надеялся, что они отмониторят и придут извиняться. Как бы не так, никто не пришёл :("
1751,1.0,,"Tele2 вошла в ТОП-100 компаний, предлагающих своим партнерам наиболее привлекательные условия франшизы"
1752,1.0,,"В рекламе МТС у дед мороза Джи шоки, лол"
1753,1.0,,"@Kukunyanya купил в Таганроге две симки МТС по твоему совету, тут вроде сплошной  LTE до 100 мегабит"
1754,-1.0,,"@ru_mts хочу узнать про 4г, неужели непонятно? Как подключить, стоимость, поддерживает ли 5 айфон"
1755,-1.0,a few labels,@Konstantin3107 @EuFaraday в Новосибирске и Волгограде он действительно самый быстрый. ну пчелайн еще как то. мтс по инету отстой
1756,1.0,,"RT @LEY_Lena: Мне плевать! ""Мегафон"" сказал, будущее зависит от меня!"
1757,,label is None,"Выехал с работы, а Мегафон мне LTE решил продемонстрировать :) http://t.co/97RyRAb18n"
1758,1.0,,. LTE-роуминг от «МегаФона» теперь и в Монако
1759,1.0,,"@Pooch_Walker, Вы можете контролировать свои расходы с помощью детализации счета: http://t.co/OxEcJahnno. ^АВ #МТС"
1760,0.0,,МТС объединит учреждения социальной защиты Норильска в единую сеть http://t.co/isSn8HZ85g
1761,0.0,,МТС объединит учреждения социальной защиты Норильска в единую сеть http://t.co/7XrzNXiL8S
1762,0.0,,МТС покажет цифровое ТВ на новой HD-приставке http://t.co/pCm11IUgPV
1763,1.0,,Ростелеком ввел услугу Защищенный доступ в интернет из визуальной частной сети
1764,1.0,,"&amp;nbsp; &amp;nbsp;&amp;laquo;МегаФон&amp;raquo; расширил емкость сети на двадцати улицах Ульяновска, семи улицах Димитровграда и в городе Барыше."
1765,-1.0,,"#RT день Росси завтра, а теле2 поздравил меня сейчас :D"
1766,0.0,,"Друзья, нет ли у кого знакомых в МТС?"
1767,0.0,,"Друзья, посмотрите, возможно теперь и у вас в поселке есть Tele2"
1768,0.0,,ростелеком нижний тагил http://t.co/ps6xRCAhKJ
1769,0.0,,Теперь услуги высокоскоростной передачи данных для клиентов «МегаФона» доступны в 12 странах мира.
1770,1.0,,RT @rt_sib: Мы получили Благодарственное письмо от губернатора Омской области за активное участие в работе МИК - 2014 #Ростелеком http://t.…
1771,0.0,,Прошивка e171 мтс: прошивка e171 мтс http://t.co/frmQaFdwNH
1772,1.0,,"а ещё ""билайн"" рекламирую"
1773,0.0,,МТС покажет цифровое ТВ на новой HD-приставке http://t.co/EmChfqSyFn
1774,0.0,,#МТС  #РТК  #саранск http://t.co/4pbugoKZUN
1775,1.0,,«Ростелеком» предлагает защищённый доступ в Интернет из VPN
1776,0.0,,МТС объявила об итогах работы на корпоративном рынке в первом полугодии 2014 г. Количество корпоративных клиентов мобильного бизнеса МТС из
1777,0.0,,МТС подвела итоги работы на корпоративном рынке в первом полугодии 2014 г.
1778,0.0,,"""Киевстар"" и МТС договорились об условиях взаимного соединения сетей"
1779,0.0,,http://t.co/eBNGvcsWqU: Мегафон форум. Ждем Вас на сайте
1780,1.0,,"Довольно оперативно @megafonru решает вопросы! #LTE в моем аппарате появилось! И это, скажу я вам, очень круто"
1781,1.0,,"Компания ""Мобильные ТелеСистемы"" (МТС) объявила о старте продаж новых цифровых HD-приставок, которые позволят абонентам цифрового телевиден"
1782,0.0,,"@ru_mts с 13 по 27 июля
номер +79871547330
Паничева Алена Владимировна
буду рада знать в чем тут дело)"
1783,0.0,,"@Misha_Permskij, Вы написали нам на blogs@mts.ru?Уточните,пожалуйста e-mail адрес,с которого обращались, если нет, напишите, пожалуйста. ^НК"
1784,1.0,,"УрБК, Москва, 29.07.2014. Клиенты «МегаФона» смогут воспользоваться услугами сверхскоростной передачи данных, находясь в Княжестве Монако."
1785,0.0,,Мегафон не готовит особых сюрпризов в отчетности за 2-й квартал http://t.co/A7rHBarP5t
1786,1.0,,"ДЕЛО -  ""Киевстар"", ""МТС Украина"" и life:) смогут купить 3G-лицензии недорого"
1787,0.0,,"@ru_mts Добрый вечер,подскажите контакты главного PR-специалиста вашей компании в г.Киров (Кировская область)"
1788,1.0,,"#ulsk #uln #Ульяновск / «МегаФон» укрепил связь в Ульяновске, Димитровграде... / «МегаФон» расширил емкость сети .. http://t.co/61kS8wRdFb"
1789,-1.0,,"Как же ты достал, @megafonru. Москва, м. Севастопольская. 1,5 года отстойной связи. http://t.co/7BDXNZTEof"
1790,0.0,,"""@ValyaMikheeva: Продам модем Мегафон 4G http://t.co/JGvtbSLGo1"" RT RT RT PLZ!!"
1791,0.0,,RT @Yota_Russia: Зачем объединились #yotamobile и @megafonru? Сегодня в 17:35 прямой эфир c Анатолием Сморгонским на @RBCTVNEWS: http://t.c…
1792,-1.0,,Не ездил месяца 3-4 на метро. А интернет от МегаФона до сих пор все также убого работает :(
1793,-1.0,,Старые тарифы «Мегафона» выросли в цене на 20 процентов  http://t.co/uO5aRLZCqX
1794,-1.0,,@ru_mts куда можно написать более полное развернутое объяснение проблемы?
1795,-1.0,,@ru_mts Как разблокировать ресурс? Заблокировано домашнее ТВ.
1796,-1.0,a few labels,"@megafonru @Beeline_RUS ребята, мы хотим интернет как у @ru_mts http://t.co/B049y2G51Z"
1797,-1.0,,#МТС ты заебал. Остановись. http://t.co/7asPyzHg9F
1798,0.0,,RT @ilfoodsm: МТС дело говорит. http://t.co/F0ULBZzSBX
1799,,label is None,"Руководство МТС уже полгода не может сообщить Николаю Валуеву о том, что он больше не снимается в рекламе компании… Боятся."
1800,,label is None,"@sanch0us @Sail_or_Moon Я тоже без интернета больше суток сидела, когда у Билайна оборудование украли. Зато отдохнула=)"
1801,-1.0,,"@Beeline_RUS а с другой симки, когда звоню 0611 не предлагают связь с оператором."
1802,1.0,,Когда у большинства твоих друзей мтс круто если честно
1803,-1.0,,"@ru_mts я в месяц трачу более 10К на вашу связь и вы не способны что либо ответить, остановив мою жизнедеятельность?"
1804,-1.0,,В подъезде провели кабели и повесили объявление об интернете+ТВ за 490 р от @Rostelecom_News. На сайте информации нет (Ижевск)
1805,1.0,,Компания МТС объявила о победе в тендере Управления социальной политики Администрации города Норильска на оказание услуг связи в течение 20
1806,1.0,,. МТС покажет цифровое ТВ на новой HD-приставке
1807,-1.0,,«МегаФон» существенно повысил стоимость звонков на ряде тарифов http://t.co/UeQAFOlJBr http://t.co/0gSGEMCgLh
1808,0.0,,"@dreamer_gttwot Ограничений по адресу мы не видим. Направьте, пож-ста, нам на pomogite@beeline.ru письмо с Вашим номером и ссылкой на твит."
1809,-1.0,,"Всегда думала ,что мтс самый честный оператор
На самом деле настоящие уёбки,жрут деньги без причины"
1810,-1.0,,"Высказал специалисту по обслуживанию клиентов Билайн всё, что накипело. Это уже невозможно терпеть."
1811,1.0,,LTE-роуминг от «МегаФона» теперь и в Монако
1812,-1.0,,В Чечне подожгли офис Билайна.  Билайн. Живи на яркой стороне. http://t.co/luQt9Wz8lT
1813,1.0,,МТС покажет цифровое ТВ на новой HD-приставке
1814,0.0,a few labels,"RT @vsmexe: Полезные команды сотовых операторов: #Билайн @Beeline_RUS , #МТС @ru_mts, #Мегафон @megafonru и #ТЕЛЕ2 @Tele2Russia! http://t.c…"
1815,1.0,,"#RT утром подъезжая к Дубне получаю смс от Мегафона ""добро пожаловать домой"
1816,1.0,,RT @oxylumalus: В Бурятии более 93% абонентов довольны «МегаФоном»
1817,0.0,,ростелеком руководство смоленск http://t.co/3u9AjbTW4p #ростелеком
1818,1.0,,у @Beeline_RUS прикольная таки реклама с @Humourofday
1819,0.0,,Игры на андроид мегафон: игры на андроид мегафон http://t.co/t2KJPq2AOq
1820,0.0,,Игры на андроид мегафон: игры на андроид мегафон http://t.co/A00NRstDvl
1821,0.0,,"Обновление программы ""Счастливое время"" #Билайн. 3-пункт особенно интересен http://t.co/EdgzmtxzAz"
1822,0.0,,"Даю: микрофон, флипкейс на Dns s4501m (не использовался, целенький), Билайн 3g-модем / Получаю: велошлем, крылья н.. http://t.co/GoVg3gpdu4"
1823,-1.0,,"В Пчелайне дурдом. Летят звонки типа ""Я чуть не ебанулся, Маргарита!"" и ""Да я неслабо так прихуел!"" Мобильная коммерция... -60000 на счету."
1824,-1.0,,"Хуже рекламы чем у Билайн, я не видел.. Не думал что Светлоков опуститься до съемок у этих воров..."
1825,0.0,,"@vitaliynevar Виталий, мы выясним подробности и вернемся к Вам с ответом! #билайн"
1826,1.0,,"Билайн подключил 10 порно каналов,причем жестких.внезапные ништяки"
1827,0.0,,https://t.co/RPCErgtnjz Как отключить usb модем билайн
1828,-1.0,,@IzyAndrew @Andryulik Да по всей области МТС второй день ложится.
1829,-1.0,a few labels,"Тест скорости #4G Билайн дома))
До МегаФона не дотягивает))
#мобильныйинтернет #билайн http://t.co/sXdReN2NQz"
1830,-1.0,,@tetatet1212 а у меня была сёдня традиционная песТня от бляЦЦкого мегафона: ОПЛАТИТЕ И ВХОДИТЕ! оплата 17-го каждого месяца@Prince__Of_Dark
1831,0.0,,С 29 по 31 июля 2014 года один ОК на сайте «Одноклассники» стоит один рубль при покупке со счета мобильного телефона МТС. ОКи можно потрати
1832,1.0,,"@Sakhur Тогда вопрос снят:) Мы тарифы подбираем - обычно они помогают оптимизировать расходы. Здорово, что у Вас уже такой! #билайн"
1833,-1.0,,Почему МТС в Дагестане не работает? Кто знает?
1834,-1.0,,"RT @zerezuxigab: http://t.co/lpsdyzUXgf Старые тарифы ""Мегафона"" подорожают для москвичей на 20%"
1835,-1.0,,А Мтс под шумок снимает бабки с счета
1836,-1.0,,"""Hello, operator"" уже третий раз за пару дней напоминает, що надобно оплатить тырнет. Товарищ пчелайн, зачем мне эта информация в 23:20?"
1837,-1.0,,"@Mayerpm АТ исправился, норм. БуФлу только хПон если — тогда отлично, ADSL говно, МТС как и АТ, только трафа больше, но нет вн. ресурсов"
1838,1.0,,"Великолепный интернет для Инстаграмма, конечно же от #Билайн! #Beeline #этоБилайндетка #bridgeresort… http://t.co/O7kP0cwSiy"
1839,-1.0,,Выявил баг в биллинге мегафона на перенесенных номерах (MNP) :)
1840,0.0,,"Ставлю 6 баллов фильму ""Брат-2"" из «Видеопроката» Интерактивного ТВ Ростелеком"
1841,0.0,,#Чайковский Сайт ChaikNews.ru и компания «МегаФон» теперь партнеры http://t.co/Rmrax2EzWW
1842,0.0,,"@Kvetka пока что, как и раньше, висит на мтс-е)
+ велком и лайф)
Все операторы у меня задействованы))"
1843,-1.0,,"Так, пока ТП ростелекома делает вид что не знает почему отключился"
1844,0.0,,Деньги с телефона на телефон теле2
1845,0.0,,«Кузнецкий» разработал мобильное приложение для iPhone и iPad #Apple #Мегафон
1846,,label is None,"@stripedfairy если бы не по знакомтсву, не пошла б играть вовсе, я такое тупко поначало была на форуме ахаха и спросить у кого-то стрём.."
1847,0.0,,http://t.co/j6ngm8VGR1 скачать торрент база данных мтс
1848,-1.0,,"http://t.co/Zk2X8ZfynQ Старые тарифы ""Мегафона"" подорожают для москвичей на 20%"
1849,-1.0,,"у меня вчера ващи связи не было 
ипаный мтс"
1850,1.0,,Евгений Ярославля получил путевку на Олимпиаду в Сочи от МегаФона
1851,0.0,,"RT http://t.co/RUBg36lAWn Ковальчук, напомню, бенецифиар Ростелекома и владелец всех основных телеканалв стран... http://t.co/nj36mZPIee"
1852,-1.0,,"Нет, ну тут не только #мтс, что в Псковской области с интернетом?"
1853,0.0,,"Чиновникам подбирают интернет-проводника // ""МегаФон"" готов создать сеть связи для госорганов"
