,alfabank,date,gazprom,raiffeisen,rshb,sberbank,text,twitid,uralsib,vtb
1113,NULL,1406667045,NULL,NULL,-1,0,"RT @BorisNemtsov: Почему американцы ввели санкции против ВТБ и Россельхозбанка , а против Сбера- нет? Причины две: санкции против... http:/…",494223524459180000,NULL,-1
1114,NULL,1406667097,NULL,NULL,-1,NULL,"RT @rusnovosti: США ввели санкции против ВТБ, Россельхозбанка и Банка Москвы http://t.co/sSOKiOZXrJ http://t.co/n2DTj5ymKW",494223744131690000,NULL,-1
1115,NULL,1406667163,NULL,NULL,-1,NULL,"США ввели против России новые санкции: Власти США ввели санкции против ВТБ, Банка Москвы и Россельхозбанка. Об... http://t.co/SDY9mo5SLy",494224019789320000,NULL,-1
1116,NULL,1406667163,NULL,NULL,-1,NULL,"США ввели против России новые санкции: Власти США ввели санкции против ВТБ, Банка Москвы и Россельхозбанка. Об... http://t.co/STfs48LzZS",494224021475430000,NULL,-1
1117,NULL,1406667293,0,NULL,NULL,NULL,", ВТБ, Банка Москвы, Газпромбанка http://t.co/UdPkMUDurr",494224564574900000,NULL,0
1118,NULL,1406667304,NULL,NULL,-1,NULL,"США ввели санкции против Банка Москвы, ВТБ, и Россельхозбанка",494224614223280000,NULL,-1
1119,NULL,1406667552,NULL,NULL,-1,NULL,"#новости Ранее Обама заявил о введении дополнительных карательных мер под которые попала ОСК и три банка - ВТБ, Россельхозбанк и Банк Москвы",494225654196360000,NULL,-1
1120,NULL,1406667662,NULL,NULL,NULL,-1,#The #Wall #Street #Journal: ЕС и #США введут санкции против #Сбербанка и #ВТБ    #FF,494226112415670000,NULL,-1
1121,NULL,1406667799,NULL,NULL,-1,NULL,"Под санкции попали ВТБ, ""Банк Москвы"" и ""Россельхозбанк"". Гражданам и компаниям США запрещено приобретать долговые обязательства этих банко",494226688562450000,NULL,-1
1122,NULL,1406668097,NULL,NULL,NULL,-1,"@o_tiahnybok @aronets да я уже давно по городу (Николаев) хожу и косо смотрю на Сбербанк России, что он у нас делает?",494227936493720000,NULL,NULL
1123,NULL,1406668420,NULL,NULL,-1,NULL,"В новый санкционный список США попали Банк ВТБ, Россельхозбанк и Банк Москвы... http://t.co/3bYyWiHTBC",494229292361190000,NULL,-1
1124,NULL,1406668443,NULL,NULL,-1,NULL,"США ввели санкции против ВТБ, Россельхозбанка и ""Банка Москвы"" http://t.co/J0UGjySC2Z #новости",494229387957400000,NULL,-1
1125,NULL,1406668443,NULL,NULL,-1,NULL,"США ввели санкции против ВТБ, Россельхозбанка и ""Банка Москвы"": США вели санкции против ВТБ, Россельхозбанка и... http://t.co/CxfIJsbxGz",494229389454750000,NULL,-1
1126,NULL,1406668705,NULL,NULL,NULL,NULL,"Может ещё возникнуть справедливый вопрос - а причём тут ""Банк Москвы"", который три года примерно, как банкрот, и находится до сих пор...",494230489985600000,NULL,NULL
1127,NULL,1406669078,NULL,NULL,NULL,0,http://t.co/byXIDUFjHR сбербанк отзывы по кредиту,494232054109050000,NULL,NULL
1128,NULL,1406669173,NULL,NULL,-1,NULL,"RT @lizazadorozhnay: США ввели санкции против ОСК, Банка Москвы, ВТБ, Россельхозбанка  #Политика",494232451448070000,NULL,-1
1129,NULL,1406669268,NULL,NULL,-1,NULL,"США ввели санкции против Банка Москвы, ВТБ, Россельхозбанка и ОСК http://t.co/NaYtxqcXY8 с помощью @rianru",494232848958640000,NULL,-1
1130,NULL,1406669354,NULL,NULL,-1,NULL,"США вели санкции против ВТБ, Россельхозбанка и ""Банка Москвы"". Как сообщается на сайте министерства финансов США, американцам отныне ...",494233211250030000,NULL,-1
1131,NULL,1406669354,NULL,NULL,-1,NULL,"США ввели санкции против ВТБ, Россельхозбанка и ""Банка Москвы""",494233211854010000,NULL,-1
1132,NULL,1406669354,NULL,NULL,NULL,0,"Как ПОПОЛНИТЬ перфект мани кошелек,ОБМЕНЯТЬ сбербанк perfect money,:",494233212067920000,NULL,NULL
1133,NULL,1406669374,NULL,NULL,-1,NULL,"США ввели санкции против ВТБ, Россельхозбанка и Банка Москвы",494233294272070000,NULL,-1
1134,NULL,1406669384,NULL,NULL,-1,NULL,"Банк Москвы, ВТБ и Россельхозбанк попали под санкции США http://t.co/k7JYG7Y1YG",494233334516430000,NULL,-1
1135,NULL,1406669510,NULL,NULL,-1,NULL,"? США ввели санкции против Банка Москвы, ВТБ и Россельхозбанка /  / США ввели санкции против Банка Москвы,.. http://t.co/6EGDctqP1A",494233862919450000,NULL,-1
1136,NULL,1406669530,NULL,NULL,NULL,NULL,"В новый санкционный список США попали ОСК, ВТБ и Банк Москвы",494233950869410000,NULL,-1
1137,NULL,1406669811,NULL,NULL,NULL,NULL,"@bm_twit доброй ночи! Почему я не могу узнать свой номер счёта по телефону? Говорят, что только по личному визиту в банк.",494235126000130000,NULL,NULL
1138,NULL,1406670223,NULL,NULL,-1,NULL,"RT @ForbesNews_Rus: США ввели санкции против ВТБ, Банка Москвы и Россельхозбанка http://t.co/TWoVIwNupO",494236855186260000,NULL,-1
1139,0,1406670704,NULL,NULL,NULL,NULL,http://t.co/LPAMkoDJ0E Хочу взять кредит в банке альфа банк,494238873007180000,NULL,NULL
1140,NULL,1406670852,NULL,NULL,-1,NULL,"Грани.Ру: США ввели санкции против Банка Москвы, ВТБ и Россельхозбанка http://t.co/CK2lX5MXMO с помощью @GraniTweet",494239493759580000,NULL,-1
1141,NULL,1406671154,NULL,NULL,-1,NULL,"США ввели санкции против «Банка Москвы», ВТБ и Россельхозбанка http://t.co/AoaRjBA0lH",494240760272000000,NULL,-1
1142,NULL,1406671175,NULL,NULL,-1,NULL,"http://t.co/Z0d8LevsBV США в связи с ситуацией на Украине ввели санкции против ""Банка Москвы"", ВТБ и Россельхозбанка. Об этом сооб",494240848834340000,NULL,-1
1143,NULL,1406671259,NULL,NULL,-1,NULL,"США ввели санкции против Банка Москвы, ВТБ, Россельхозбанка и ОСК: Гражданам и компаниям США запрещено приобретать… http://t.co/eslNjaVoU6",494241199335540000,NULL,-1
1144,NULL,1406671632,NULL,NULL,-1,NULL,"США ввели санкции против Банка Москвы, ВТБ и Россельхозбанка. Гражданам и компаниям США запрещено приобретать долго.. http://t.co/PkS0LU9kFN",494242765770080000,NULL,-1
1145,NULL,1406671984,NULL,NULL,-1,NULL,"RT @zvezdanews: США ввели санкции против Банка Москвы, ВТБ и Россельхозбанка.

Подробнее: http://t.co/zxqcY4dv40 http://t.co/u3s8LObfRT",494244239916950000,NULL,-1
1146,NULL,1406672224,NULL,NULL,-1,NULL,"#США_ВПО /  / США ввели санкции против Банка Москвы, ВТБ и Россельхозбанка /  / США ввели санкции против Банка .. http://t.co/EYwWwlUMsh",494245247208390000,NULL,-1
1147,NULL,1406672362,NULL,NULL,-1,NULL,"США объявили о санкциях против Россельхозбанка, Банка Москвы и ВТБ http://t.co/e8oKM0Af29",494245829197040000,NULL,-1
1148,NULL,1406672415,NULL,NULL,-1,NULL,"США ввели новые санкции против России / Соединенные Штаты ввели санкции против Банка Москвы, ВТБ и Россельхозбанка.. http://t.co/l2raqLlAR7",494246051076140000,NULL,-1
1149,0,1406672437,NULL,NULL,NULL,NULL,http://t.co/c1r2ERsAd4 Оформить кредит в альфа банке мурманск,494246141945720000,NULL,NULL
1150,NULL,1406672877,NULL,NULL,NULL,-1,"RT @wwwejru: Автор: . Усы Пескова: Во глубине сибирских руд Храните ваши сбереженья, Пока Сбербанк и ВТБ... Стоят в неловком... http://t.co…",494247985312990000,NULL,-1
1151,NULL,1406673125,NULL,NULL,-1,NULL,"США ввели санкции против Банка Москвы, ВТБ, Россельхозбанка и ОСК /  / #Россия@putin_v_v_da, #санкции@putin_v_v_d.. http://t.co/3dQB8twEsi",494249026481840000,NULL,-1
1152,0,1406673228,NULL,NULL,NULL,NULL,http://t.co/OOsZBLZ0Zg Взять кредит в виннице альфа банк с какого возраста,494249459359150000,NULL,NULL
1153,NULL,1406673385,NULL,NULL,-1,NULL,"США ввели санкции против Банка Москвы, ВТБ, Россельхозбанка и ОСК / Гражданам и компаниям США запрещено приобретат.. http://t.co/yegJTU5i5x",494250118078800000,NULL,-1
1154,0,1406673509,NULL,NULL,NULL,NULL,http://t.co/EuIIYa6JLN Кто может получить кредит в альфа банке,494250639757940000,NULL,NULL
1155,NULL,1406673783,NULL,NULL,-1,NULL,"RT @gorianov: США ввели санкции против «Банка Москвы», ВТБ и Россельхозбанка http://t.co/AoaRjBA0lH",494251787562790000,NULL,-1
1156,NULL,1406673876,NULL,NULL,-1,NULL,"Я.Новости | Финансы: США ввели санкции против ВТБ, Россельхозбанка и «Банка Москвы» http://t.co/aPcUvobm7e",494252176475460000,NULL,-1
1157,NULL,1406674065,NULL,NULL,0,NULL,http://t.co/opQhGgvuZR Взять кредит в россельхозбанке срочно в москве,494252968049660000,NULL,NULL
1158,NULL,1406674106,NULL,NULL,-1,NULL,"#события Министерство финансов США сообщило о том, что США ввели санкции против ВТБ, Россельхозбанка, Банка Москвы и ОСК. Помимо этог...",494253144029660000,NULL,-1
1159,0,1406674192,NULL,NULL,NULL,NULL,http://t.co/dAMKewzjIv Как получить кредитную карту альфа банка в перми,494253502794060000,NULL,NULL
1160,NULL,1406674215,NULL,NULL,-1,NULL,"RT @interfaxua: США ввели санкции против российской Объединенной судостроительной корпорации и банков ВТБ, Россельхозбанка и Банка Москвы -…",494253599472750000,NULL,-1
1161,NULL,1406674331,NULL,NULL,-1,NULL,"США ввели санкции против ВТБ, Россельхозбанка, Банка Москвы и Объединенной судостроительной корпорации 
 
США расширила санкционный список",494254084321720000,NULL,-1
1162,0,1406674840,NULL,NULL,NULL,NULL,http://t.co/7ro6RldhOC кредиты альфабанк калькулятор,494256219922510000,NULL,NULL
1163,NULL,1406675784,NULL,NULL,NULL,NULL,"В новый санкционный список США попали ОСК, ВТБ и Банк Москвы - РБК",494260178372410000,NULL,-1
1164,NULL,1406675867,NULL,NULL,NULL,0,http://t.co/epp5Sy3wgL подать заявку на кредит в сбербанк россии онлайн,494260529297250000,NULL,NULL
1165,NULL,1406675876,NULL,NULL,NULL,0,http://t.co/QZ7gGXb36o сбербанк официальный сайт оформить заявку на кредит,494260567603830000,NULL,NULL
1166,NULL,1406675971,NULL,NULL,NULL,NULL,"В список новых экономических санкций США против Москвы вошли три российских банка - ""Банк Москвы"", ""ВТБ-банк"" и ""Российский сельскохо...",494260962413650000,NULL,-1
1167,NULL,1406676135,NULL,NULL,-1,NULL,"Под американские санкции попали ВТБ, Банк Москвы и Россельхозбанк.",494261653899580000,NULL,-1
1168,NULL,1406676867,NULL,NULL,0,NULL,http://t.co/RzL4H7cJFV как взять кредит в россельхозбанка,494264721432780000,NULL,NULL
1169,NULL,1406676908,NULL,NULL,-1,NULL,"RT @vseodetiah: США ввели во вторник санкции против ВТБ, Россельхозбанка и Банка Москвы",494264892619510000,NULL,-1
1170,NULL,1406676962,NULL,0,NULL,NULL,http://t.co/1pLsrsaY1K потребительский кредит процентные ставки райффайзенбанк,494265120738910000,NULL,NULL
1171,NULL,1406677013,NULL,NULL,NULL,0,http://t.co/Df8Qhsq3Nz сбербанк кредиты отзывы,494265336254850000,NULL,NULL
1172,NULL,1406677034,NULL,NULL,NULL,NULL,http://t.co/KHXEMBz527 банк москвы оформить заявку на кредит,494265421462120000,NULL,NULL
1173,NULL,1406677117,0,NULL,NULL,NULL,http://t.co/jT5J707m5V Взять кредит в газпромбанке,494265772903250000,NULL,NULL
1174,NULL,1406677149,NULL,NULL,NULL,0,http://t.co/cjGBtJXIiZ сбербанк кредиты на стартапы,494265906927650000,NULL,NULL
1175,NULL,1406677237,NULL,NULL,-1,NULL,"#новости США ввели во вторник санкции против ВТБ, Россельхозбанка и Банка Москвы",494266276030600000,NULL,-1
1176,NULL,1406677382,NULL,0,NULL,NULL,http://t.co/kTKHtYzI5d Получить кредит райффайзенбанк,494266881923350000,NULL,NULL
1177,NULL,1406677479,NULL,0,NULL,NULL,http://t.co/ZVPEYTvXWL кредиты райффайзенбанк,494267289147960000,NULL,NULL
1178,NULL,1406677654,NULL,NULL,NULL,NULL,http://t.co/vWEo5LF5fW банк втб 24 потребительский кредит процентные ставки,494268023835230000,NULL,0
1179,NULL,1406677666,NULL,NULL,NULL,NULL,http://t.co/wyMQ9UrpZw банк втб 24 потребительский кредит процентные ставки,494268072673280000,NULL,0
1180,NULL,1406677891,NULL,NULL,-1,NULL,"США ввели санкции против росс. судостроительной корпорации.В списке также оказались Банк Москвы, ВТБ и Россельхозбанк http://t.co/oVwY0Bx5LZ",494269019264800000,NULL,-1
1181,0,1406678139,NULL,NULL,NULL,NULL,http://t.co/ceFQfAAkIu Альфа банк взять кредит в мурманске,494270059058320000,NULL,NULL
1182,NULL,1406678325,NULL,NULL,NULL,NULL,http://t.co/NsITGvGPR4 Взять кредит в втб 24 в миассе,494270837034590000,NULL,0
1183,NULL,1406678834,NULL,NULL,NULL,0,http://t.co/s638tRma3d сбербанк заявка на кредит наличными,494272973054830000,NULL,NULL
1184,NULL,1406678932,NULL,NULL,NULL,NULL,"США добавили три российских банка в черный список: Под санкции попали ВТБ, Банк Москвы и Рос... http://t.co/lU6GSFKa8C #sledui #rufollow",494273382670560000,NULL,-1
1185,0,1406679016,NULL,NULL,NULL,NULL,http://t.co/u6ul3k9u8o Как получить кредит в альфа банке в сумской области,494273736988950000,NULL,NULL
1186,NULL,1406679056,NULL,NULL,NULL,NULL,http://t.co/U4kM2kVArB втб 24 кредиты онлайн,494273903020090000,NULL,1
1187,NULL,1406679066,NULL,NULL,-1,NULL,"Власти США ввели санкции против Банка Москвы, ВТБ и Россельхозбанка, сообщает «РИА",494273943818100000,NULL,-1
1188,NULL,1406679142,NULL,0,NULL,NULL,http://t.co/nMmua2FEmU Взять кредит в райффайзен банк аваль,494274265181860000,NULL,NULL
1189,NULL,1406679317,NULL,NULL,-1,NULL,"RT @ruspolitika: США ввели санкции против «Банка Москвы», ВТБ и Россельхозбанка http://t.co/IsAf5XKdGe",494275000292370000,NULL,-1
1190,NULL,1406679529,NULL,NULL,0,NULL,http://t.co/RbzQirrBlx Как взять кредит в россельхозбанк в москве,494275887941290000,NULL,NULL
1191,0,1406679973,NULL,NULL,NULL,NULL,http://t.co/6iReLc3maN кредит банк альфа банк процентная ставка,494277751210130000,NULL,NULL
1192,NULL,1406680130,NULL,NULL,NULL,0,http://t.co/PeVxUdKSFd Оао сбербанк рф взять кредит какой процент,494278408373690000,NULL,NULL
1193,NULL,1406680181,NULL,NULL,NULL,0,http://t.co/9ZUPJFiXes сбербанк кредиты чебоксары,494278621553390000,NULL,NULL
1194,NULL,1406680193,NULL,NULL,NULL,0,http://t.co/9mpArcWJ8A сбербанк кредиты чебоксары,494278672388330000,NULL,NULL
1195,NULL,1406680342,NULL,NULL,-1,NULL,"Власти США ввели санкции в отношении ВТБ, Банка Москвы и Россельхозбанка, о чем сообщило американское Министерство финансов.",494279299164560000,NULL,-1
1196,NULL,1406680352,NULL,NULL,-1,NULL,"США ввели во вторник санкции против ВТБ, Россельхозбанка и Банка Москвы",494279339182390000,NULL,-1
1197,NULL,1406680362,NULL,NULL,0,NULL,http://t.co/IjoM4uk33v Взять кредит в россельхозбанке в воронеже,494279379716160000,NULL,NULL
1198,NULL,1406680467,0,NULL,NULL,NULL,http://t.co/ovM7C9R5YO кредит наличными в газпромбанк,494279820935570000,NULL,NULL
1199,NULL,1406680883,NULL,NULL,NULL,0,#The #Wall #Street #Journal опровергла информацию о возможных санкциях против #Сбербанка и #ВТБ (63)  #autofollow,494281567096030000,NULL,0
1200,NULL,1406681017,NULL,NULL,NULL,-1,#Новые санкции могут отразиться на #Сбербанке и #ВТБ   #follow,494282128725930000,NULL,-1
1201,NULL,1406681049,NULL,NULL,NULL,-1,#Евросоюз намерен ввести санкции против #Сбербанка и #ВТБ   #sledui,494282264415850000,NULL,-1
1202,NULL,1406681108,NULL,NULL,NULL,0,#The #Wall #Street #Journal опровергла информацию о возможных санкциях против #Сбербанка и #ВТБ (63) https://t.co/qtc8OER68U #VIPFollow,494282509329260000,NULL,0
1203,NULL,1406681129,NULL,NULL,NULL,0,#Российские #СМИ исказили информацию о санкциях против «#Сбербанка» и #ВТБ (4)   #1000aday,494282600614070000,NULL,0
1204,NULL,1406681347,NULL,NULL,NULL,0,http://t.co/i1Uo9qxuc8 сбербанк москвы кредиты,494283511377840000,NULL,NULL
1205,NULL,1406681366,NULL,NULL,NULL,0,"ВТБ и сбер о/
Вова разозлится",494283591690750000,NULL,0
1206,NULL,1406681441,NULL,NULL,-1,NULL,"http://t.co/X3AvxhtCUx США ввели новые санкции в отношении России: против Банка Москвы, ВТБ, Россельхозбанка. Как сообщает Минфин",494283906191870000,NULL,-1
1207,NULL,1406681490,NULL,NULL,0,NULL,http://t.co/vrDfWxHP0D Россельхозбанк оформить кредит лпх,494284114070360000,NULL,NULL
1208,NULL,1406681526,NULL,NULL,-1,NULL,"Под расширенные санкции США попали ВТБ, Банк Москвы и Россельхозбанк",494284263177880000,NULL,-1
1209,NULL,1406681556,NULL,NULL,-1,NULL,"США ввели санкции против ВТБ, Россельхозбанка, Банка Москвы и Объединенной судостроительной корпорации Перейти к источнику. США расширили с",494284388021320000,NULL,-1
1210,NULL,1406681608,NULL,NULL,NULL,1,Дальневосточный Сбербанк способствует развитию птицеводства в Магаданской,494284608247060000,NULL,NULL
1211,NULL,1406681928,NULL,NULL,NULL,0,образец заявления на мошейничествочере сбербанк http://t.co/qYwyn38BXU #мошейничествочере #на,494285948327190000,NULL,NULL
1212,NULL,1406681937,NULL,0,NULL,NULL,http://t.co/AG07cZnzRg Переоформить кредит на другое лицо в райффайзен банке,494285987695300000,NULL,NULL
1213,NULL,1406682360,NULL,NULL,0,0,"Это не санкции. Это херня полная. Тьфу. Где сбер? Какие втб, банк москвы и россельхоз? Кто чо курит в белом доме? Это как слону дробина",494287762326300000,NULL,0
1214,NULL,1406682411,0,NULL,NULL,NULL,http://t.co/3EiHk0TmVh Де взять потребительский кредит в газпромбанке,494287974004430000,NULL,NULL
1215,NULL,1406682434,NULL,NULL,NULL,1,RT @citybusicyti: Сбербанк поможет своему должнику построить Керченский мост,494288070058210000,NULL,NULL
1216,NULL,1406682556,0,NULL,NULL,NULL,http://t.co/PgQNqVkNI4 кредиты в газпромбанке отзывы,494288583268640000,NULL,NULL
1217,NULL,1406682652,NULL,NULL,NULL,1,"Дальневосточный Сбербанк способствует развитию птицеводства в Магаданской области #Владивосток
http://t.co/AerXopfTxP http://t.co/K7ke48pPCL",494288985582470000,NULL,NULL
1218,NULL,1406682716,NULL,0,NULL,NULL,http://t.co/Qm0EDRfI1z Как оформить кредитную карту в райфайзен банке,494289254491900000,NULL,NULL
1219,NULL,1406683316,NULL,NULL,0,NULL,http://t.co/nXjgkArrT4 россельхозбанк кредит онлайн заявка,494291770654480000,NULL,NULL
1220,NULL,1406683336,NULL,NULL,NULL,NULL,http://t.co/uv3xJOStoS Банк втб 24 кредит оформить,494291853941170000,NULL,0
1221,0,1406683687,NULL,NULL,NULL,NULL,http://t.co/5JSbrY0Ekz Взять кредит в альфа банке онлайн заявка,494293328465500000,NULL,NULL
1222,0,1406683714,NULL,NULL,NULL,NULL,http://t.co/eqJ5AnhNhU Как оформить кредит в альфа банке,494293441866920000,NULL,NULL
1223,NULL,1406683907,NULL,NULL,NULL,--,"Восьмые информеры выбирают сбербанк ювелирными фазами, вслед за этим подходящие концепции в сентябре существуют со юмора. #music",494294249752370000,NULL,NULL
1224,NULL,1406683927,NULL,NULL,-1,NULL,США ввели санкции против ВТБ «Банка Москвы» и Россельхозбанка,494294335530100000,NULL,-1
1225,NULL,1406683938,NULL,NULL,0,NULL,http://t.co/tqUwRbYYdt кредиты в россельхозбанке на строительство,494294379012850000,NULL,NULL
1226,NULL,1406684029,NULL,0,NULL,NULL,http://t.co/y7E9OlVOAf Взять кредит в райффайзенбанке через интернет,494294761004890000,NULL,NULL
1227,1,1406684257,NULL,NULL,NULL,NULL,http://t.co/ime2EHzPWO Альфа банк взять кредит просто,494295717591410000,NULL,NULL
1228,NULL,1406684299,NULL,NULL,-1,NULL,"США ввели санкции против «Банка Москвы», ВТБ и Россельхозбанка - Быстрый Slon http://t.co/tYHxO8QdrN",494295894183790000,NULL,-1
1229,NULL,1406684371,NULL,NULL,NULL,0,http://t.co/QI6v4NNvYa Сбербанк взять кредит пенсионерам,494296195377160000,NULL,NULL
1230,0,1406684536,NULL,NULL,NULL,NULL,http://t.co/5AlTNfhEr4 Альфа банк оформить кредит прямо сейчас,494296887483450000,NULL,NULL
1231,NULL,1406684567,-1,NULL,NULL,NULL,"После Газпромбанка и ВЭБа США вводит санкции против ВТБ. Информация об этом появилась еще во вторник, и весь день банк провел, опровергая с",494297020036040000,NULL,-1
1232,NULL,1406684629,NULL,NULL,NULL,0,http://t.co/HiAKKXRAXb сбербанк россий кредит потребительский,494297279675650000,NULL,NULL
1233,NULL,1406684705,NULL,NULL,-1,NULL,"США ввели санкции против трех российских банков (Банка Москвы,ВТБ,Россельхозбанка)http://t.co/VbXphnO0E4",494297596844720000,NULL,-1
1234,NULL,1406684716,NULL,NULL,NULL,NULL,http://t.co/RgdNWXbe5H Как взять кредит в втб 24 уссурийск,494297643326390000,NULL,0
1235,NULL,1406684979,NULL,NULL,NULL,NULL,http://t.co/HBripkMkyk банк уралсиб онлайн заявка на потребительский кредит,494298746704760000,0,NULL
1236,NULL,1406684981,NULL,NULL,NULL,NULL,http://t.co/KIPFcop4mE банк уралсиб онлайн заявка на потребительский кредит,494298756943460000,0,NULL
1237,NULL,1406685077,NULL,NULL,NULL,NULL,http://t.co/z3OT8lQtVw Взять кредит в втб 24 в вологде,494299157432390000,NULL,0
1238,NULL,1406685149,NULL,NULL,0,NULL,http://t.co/9rq62knttM россельхозбанк наличные кредиты,494299459032200000,NULL,NULL
1239,NULL,1406685151,NULL,NULL,NULL,0,http://t.co/jMHS25Tr92 Сбербанк взять кредитную карту в новодвинске,494299469350200000,NULL,NULL
1240,NULL,1406685153,NULL,NULL,0,NULL,http://t.co/AQ9XJdV7Gq россельхозбанк наличные кредиты,494299474504610000,NULL,NULL
1241,NULL,1406685161,NULL,NULL,0,NULL,http://t.co/PeG3QjGIJo россельхозбанк наличные кредиты,494299508268740000,NULL,NULL
1242,NULL,1406685163,NULL,NULL,0,NULL,http://t.co/qYzVhC0zpH россельхозбанк наличные кредиты,494299518348060000,NULL,NULL
1243,NULL,1406685397,NULL,NULL,-1,NULL,"США распространили санкции на ""Россельхозбанк"", ВТБ и ""Банк Москвы"", - Reuters",494300501924520000,NULL,-1
1244,NULL,1406685552,NULL,NULL,-1,NULL,"Я.Новости | Блоги: США ввели санкции против ОСК, Банка Москвы, ВТБ, Россельхозбанка http://t.co/U8kSoh3BYw",494301149663860000,NULL,-1
1245,NULL,1406685588,0,NULL,NULL,NULL,http://t.co/BCN1y28GRO ипотечный кредит газпромбанка,494301301958660000,NULL,NULL
1246,NULL,1406685704,NULL,NULL,NULL,NULL,http://t.co/yyBJGCFiBm Банк москвы оформить кредит онлайн,494301786459870000,NULL,NULL
1247,NULL,1406685807,NULL,NULL,NULL,0,http://t.co/A3fJUGvKIz потребительский кредит сбербанк квартира в сочи,494302218556690000,NULL,NULL
1248,NULL,1406685847,NULL,NULL,-1,NULL,"RT @bosacoworavu: США ввели санкции против ВТБ, Банка Москвы и Россельхозбанка",494302386455070000,NULL,-1
1249,NULL,1406685859,NULL,NULL,NULL,NULL,Справка по форме банка банк москвы http://t.co/2iyGx7e3ie,494302436845030000,NULL,NULL
1250,NULL,1406685916,NULL,NULL,NULL,NULL,http://t.co/JvschFqO7a Втб 24 взять кредит онлайн наличными,494302677271330000,NULL,0
1251,NULL,1406685941,NULL,NULL,NULL,0,http://t.co/6rGseF7EbI сбербанк потребительские кредиты ульяновск,494302780060750000,NULL,NULL
1252,NULL,1406685952,NULL,NULL,0,NULL,руководство россельхозбанк самара http://t.co/xjkJBGPX6E #руководство #россельхозбанк,494302829025040000,NULL,NULL
1253,NULL,1406685974,NULL,NULL,0,NULL,http://t.co/xKmiplumAI россельхозбанк процентные ставки по кредитам,494302920699950000,NULL,NULL
1254,NULL,1406685994,0,NULL,NULL,NULL,http://t.co/f8dDMaw4Fj онлайн заявка на кредит наличными в газпромбанке,494303004162810000,NULL,NULL
1255,0,1406686053,NULL,NULL,NULL,NULL,http://t.co/eXR5InKHSQ Взять кредит онлайн заявка альфа банк,494303252633370000,NULL,NULL
1256,NULL,1406686106,NULL,NULL,NULL,0,http://t.co/BIuifZddYw кредит на лпх в сбербанк условия,494303472284890000,NULL,NULL
1257,NULL,1406686108,NULL,NULL,NULL,0,http://t.co/9Arn2Kkggy кредит на лпх в сбербанк условия,494303480853840000,NULL,NULL
1258,NULL,1406686115,NULL,NULL,NULL,0,http://t.co/6L7MnOXb4q сбербанк россии ипотечный кредит условия,494303513426820000,NULL,NULL
1259,NULL,1406686118,NULL,NULL,NULL,0,http://t.co/2PKumZQCUc сбербанк россии ипотечный кредит условия,494303525329830000,NULL,NULL
1260,NULL,1406686179,NULL,NULL,-1,NULL,"США ввели санкции против Банка Москвы, ВТБ, Россельхозбанка и ОСК http://t.co/0roM7rYbNC- во уроды, да против всех и сразу введите поскорей",494303780867810000,NULL,-1
1261,0,1406686514,NULL,NULL,NULL,NULL,http://t.co/3OYEF1OoYe альфа банк потребительский кредит досрочное погашение,494305184973980000,NULL,NULL
1262,NULL,1406686523,NULL,0,NULL,NULL,условия автокредита в райффайзен банк,494305220940550000,NULL,NULL
1263,NULL,1406686556,NULL,NULL,0,NULL,http://t.co/di4PhdtqI1 Как взять кредит россельхозбанке на корову,494305361797840000,NULL,NULL
1264,NULL,1406686597,NULL,NULL,NULL,NULL,http://t.co/Ea2b1zOFZP Как взять кредит в втб 24 если я ип,494305533323920000,NULL,0
1265,NULL,1406686615,NULL,NULL,NULL,--,"Не посвященная шри ланка является рожденной мамой, следом красный сбербанк не подобрал. #юмор http://t.co/KKHBH48k8V",494305609873770000,NULL,NULL
1266,0,1406686680,NULL,NULL,NULL,NULL,http://t.co/uXuR1Fv0PF Хочу взять кредит в альфа банке,494305880654240000,NULL,NULL
1267,NULL,1406686762,NULL,NULL,NULL,0,"Sberbank Investment Research, аналитическое подразделение Sberbank CIB, понизил прогнозную стоимость глобальных депозитарных расписок (GDR)",494306223597300000,NULL,NULL
1268,0,1406686768,NULL,NULL,NULL,NULL,http://t.co/r8tTWyhLlf Оформить кредит в альфабанке,494306250516340000,NULL,NULL
1269,NULL,1406687029,0,NULL,NULL,NULL,Суд привлек главу «Мостовика» к делу по иску Газпромбанка на 3&amp;#8230;,494307346575660000,NULL,NULL
1270,NULL,1406687596,NULL,NULL,0,NULL,http://t.co/Rxdu9wbAfw Как получить кредит россельхозбанке на рыбоводство,494309721500020000,NULL,NULL
1271,NULL,1406687688,NULL,NULL,-1,NULL,"США ввели санкции против трех российских банков: Банка Москвы, ВТБ и Россельхозбанка. Также санкции введены против против Объединенной судо",494310107275360000,NULL,-1
1272,NULL,1406687848,NULL,NULL,NULL,NULL,http://t.co/DRy6fFkl10 втб 24 ростов на дону кредиты,494310780599160000,NULL,0
1273,NULL,1406687859,NULL,NULL,NULL,NULL,http://t.co/OcQ7AxG7wj автокредит в банке банк москвы,494310827499870000,NULL,NULL
1274,NULL,1406688087,NULL,NULL,0,NULL,http://t.co/ph8WyrdpxN Как взять кредит в россельхозбанке в красном куте,494311784304890000,NULL,NULL
1275,0,1406688098,NULL,NULL,NULL,NULL,http://t.co/PfkZ3AqxbM потребительский кредит альфабанка,494311828751530000,NULL,NULL
