,label,strang_fact,text
1324,0.0,,http://t.co/5USzvXz0V8 Оформить кредитную карту сбербанк без справок
1325,-1.0,a few labels,"Власти США ввели санкции против ВТБ, Банка Москвы и Россельхозбанка"
1326,-1.0,a few labels,"США ввели санкции против ВТБ, Банка Москвы и Россельхозбанка.США ввели санкции против ВТБ, Банка Москвы и Россельхозбанка далее .."
1327,0.0,,Райффайзен банк аваль николаев взять кредит до 10000
1328,0.0,,http://t.co/U2wrnn2stE Взять кредит в томске альфа банк
1329,-1.0,a few labels,"США ввели санкции против ВТБ, Россельхозбанка, Банка Москвы и Объединенной судостроительной корпорации"
1330,0.0,,http://t.co/VhliDdUXtP кредит райффайзенбанка физическим лицам
1331,,label is None,http://t.co/HrtoWbpoLd как объединить кредиты в один банк москвы
1332,-1.0,a few labels,"США ввели санкции против Банка Москвы, ВТБ, Россельхозбанка"
1333,-1.0,a few labels,"Соединенные Штаты ввели санкции против Банка Москвы, ВТБ и Россельхозбанка, сообщает"
1334,1.0,,Новости банков: Сбербанк в Западной Сибири выдал более ста экспресс-гарантий  #банки #кредиты
1335,1.0,,Новости банков: Дальневосточный Сбербанк способствует развитию птицеводства в Магаданской области  #банки #кредиты
1336,-1.0,a few labels,"США расширили санкционный список против российских компаний.США ввели санкции против ВТБ, Россельхозбанка, Банка Москвы и Объединенной судо"
1337,-1.0,a few labels,"США ввели санкции против Объединенной судостроительной корпорации (ОСК) РФ, а также против ВТБ, Банка Москвы и Россельхозбанка."
1338,,label is None,"30.07.2014 02:04 : США ввели санкции против российской Объединенной судостроительной корпорации.
Также в новом списке оказались Банк Москвы"
1339,0.0,,http://t.co/TFQgINBDzB калькулятор автокредита россельхозбанка
1340,-1.0,a few labels,"США ввели санкции против Банка Москвы, ВТБ и Россельхозбанка, сообщило Министерство финансов США. Гражданам и компаниям США запрещено приоб"
1341,-1.0,a few labels,"США в связи с ситуацией на Украине ввели санкции против «Банка Москвы», ВТБ и Россельхозбанка. Американцам запрещено выделять этим российск"
1342,-1.0,a few labels,"США ввели санкции против ОСК, Банка Москвы, ВТБ, Россельхозбанка  #In..."
1343,0.0,,http://t.co/UnDf60I9Hx кредит сбербанк страховка
1344,-1.0,a few labels,"""Это не новая холодная война"".Вашингтон ввел во вторник санкции против ВТБ, Банка Москвы, Россельхозбанка и ""Объединенной судостроительной"
1345,0.0,,http://t.co/46PZtDsYf9 ставки по кредитам в россельхозбанке
1346,0.0,a few labels,#The #Wall #Street #Journal опровергла информацию о возможных санкциях против #Сбербанка и #ВТБ (63) https://t.co/WBiGfXWYDM #VIPFollow
1347,0.0,,http://t.co/V4FBcnIYSJ сбербанк кредит иваново
1348,-1.0,a few labels,#Сбербанк и #ВТБ попадут под санкции ЕС (8)   #FF_RU
1349,-1.0,a few labels,#The #Wall #Street #Journal: ЕС и #США введут санкции против #Сбербанка и #ВТБ    #autofollow
1350,0.0,,http://t.co/NcNcKaxQPv автокредит альфабанка
1351,0.0,,http://t.co/RqzRDTWW4G кредиты в россельхозбанке калькулятор
1352,0.0,,http://t.co/VWaJUNzw1e заявка на кредит наличными онлайн райффайзенбанк
1353,0.0,,http://t.co/171VFSA4tu заявка на кредит наличными онлайн райффайзенбанк
1354,-1.0,a few labels,"Власти США ввели санкции в отношении Банка Москвы, ВТБ и Россельхозбанка: Американцам запрещается предоставлят... http://t.co/2BFO7PmpJ8"
1355,0.0,,http://t.co/zHG3h25Lup райффайзенбанк потребительские кредиты
1356,0.0,,Взять кредит альфа банк http://t.co/fhHt5cGAIc
1357,-1.0,,США все-таки ввели санкции против крупных российских госбанков http://t.co/EEivVhj0y8 ВТБ и Банк Москвы детектед!
1358,-1.0,a few labels,"RT @IA_REGNUM: США ввели санкции против ВТБ, Россельхозбанка и ""Банка Москвы"" http://t.co/pr01BV6YIw Подробности по ссылке."
1359,-1.0,a few labels,"США ввели санкции против Банка Москвы, ВТБ и Россельхозбанка, сообщает Министерство финансов США. Гражданам и компаниям Соединенных Штатов"
1360,0.0,,http://t.co/L9PhBP3IvM Взять кредит тюмень альфа банк
1361,0.0,,госпошлина на загранпаспорт нового образца бланк сбербанк http://t.co/17TbM6nGFq #госпошлина
1362,-1.0,a few labels,"RT @banki_ru: США расширили свой санкционный список в связи с украинским кризисом. Досталось ВТБ, Банку Москвы и Россельхозбанку http://t.c…"
1363,0.0,,http://t.co/GoQxVGrlt6 Можно ли взять кредит в россельхозбанке
1364,-1.0,a few labels,"США ввели санкции против ВТБ, Банка Москвы и Россельхозбанка http://t.co/y36SPG9Mqj"
1365,0.0,,http://t.co/765fG5rZFs автокредит в райффайзенбанке калькулятор
1366,-1.0,,RT @news_silver: США все-таки ввели санкции против крупных российских госбанков http://t.co/EEivVhj0y8 ВТБ и Банк Москвы детектед!
1367,-1.0,,"@varlamov амурских тигров, тк после санкций США к Россельхозбанку, кормить тигров будем всем миром."
1368,0.0,,http://t.co/36hchLEWmS сбербанк какие проценты на потребительский кредит
1369,-1.0,a few labels,"RT @Vinokurov12: США ввели санкции против ВТБ, Банка Москвы и Россельхозбанка http://t.co/y36SPG9Mqj"
1370,0.0,,руководство альфа банка ставрополь http://t.co/xThzLD76oN #руководство #банка
1371,-1.0,a few labels,"США ввели санкции в отношении Банка Москвы, ВТБ и Россельхозбанка"
1372,0.0,,http://t.co/7e65iwyrkA сбербанк отдел кредитования
1373,0.0,,http://t.co/yOKXEUYETE кредиты в россельхозбанке онлайн заявка
1374,-1.0,a few labels,"США и Евросоюз ударили по России новыми санкциями http://t.co/z7LEIC07ev США ввели санкции против Банка Москвы, ВТБ и Россельхозбанка, ..."
1375,0.0,,http://t.co/pyPsEUaRRn автокредит в втб 24 отзывы
1376,0.0,,http://t.co/HPQyeP3op7 как узнать задолженность по кредиту альфа банк
1377,0.0,,http://t.co/LiT3VFgGLT втб 24 кредит заявка онлайн
1378,0.0,,http://t.co/sQLQVVHTGl Можно ли получить кредит в пскове в альфа банке
1379,0.0,,http://t.co/kzzSfEwqBc калькулятор автокредита альфа банк
1380,0.0,,http://t.co/NyD58FCwIK калькулятор автокредита альфа банк
1381,0.0,,http://t.co/IplkaCs7Fa альфа банк оформить кредит
1382,,label is None,".

Оросын
- ВТБ
- Банк Москвы
- Россельхоз банкны
эсрэг м?н хориг нэмж тогтоолоо
#АНУ
.
."
1383,0.0,,http://t.co/XXnNmYwEZJ Взять кредит альфа банк город спасск дальний
1384,-1.0,a few labels,"Годовой отчет ИТ-монстра #КРОК: в прошлом #Сбербанк и ВТБ, впереди роботы и ""умные города"":) http://t.co/lrsI1HwY8z"
1385,0.0,,http://t.co/5KXFceMtyb онлайн заявка альфа банк кредит наличными
1386,0.0,,доверенность в сбербанк рф туризм. закон о турдеятельности
1387,-1.0,a few labels,"США закрыли доступ на свой рынок капитала для трех российских госбанков - ВТБ, Банка Москвы и Россельхозбанка"
1388,0.0,,http://t.co/GMZcSLD6bV как оформить кредит в россельхозбанке
1389,0.0,,Санкции США не окажет существенного влияния на деятельность Россельхозбанка (РСХБ). Об этом РБК сообщил член наблюдательного совета ...
1390,0.0,,http://t.co/qRUL2oSBx0 Как взять кредит в банке сбербанк приозерск
1391,,label is None,"ЦБ РФ готов поддержать ВТБ, РСХБ и Банк Москвы после введения против них санкций США"
1392,1.0,,Поволжский Сбербанк в Волгограде открывает набор в Школу клиентских менеджеров
1393,-1.0,a few labels,"#США ввели #санкции против «Банка Москвы», ВТБ (Россия) и Россельхозбанка
http://t.co/PmUPyFFaf6"
1394,1.0,,Российский банк ВТБ подготовился к санкциям ЕС и США http://t.co/rGJNO86kB7 #новости #news
1395,-1.0,a few labels,"ВТБ, Банк Москвы и Россельхозбанк попали под санкции США"
1396,0.0,,http://t.co/yI3p37iP5F Как можно получить кредит в россельхозбанке
1397,0.0,,"@alfa_bank шлёт смс с зарубежного номера. Молодцы, уели наших опсосов. А то наживы лёгкой захотели."
1398,0.0,,http://t.co/m2TcXmNZOT Россельхозбанк как взять кредит в грозном
1399,0.0,,http://t.co/mD61VGmv8U россельхозбанк калькулятор кредит
1400,0.0,,http://t.co/PaDHXTXeWk россельхозбанк калькулятор кредит
1401,0.0,,руководство тувинского филиала россельхозбанка http://t.co/pQfzg3Rfa3 #филиала #россельхозбанка
1402,,label is None,"Новость! -  ЦБ РФ готов поддержать ВТБ, РСХБ и Банк Москвы после введения против них санкций США"
1403,-1.0,a few labels,"Ранее американский Минфин сообщил, что под санкции попали Объединённая судостроительная корпорация, ВТБ, Россельхозбанк и ""Банк Москвы""."
1404,,label is None,"RT @RT_russian: ЦБ РФ поддержит попавшие под санкции ВТБ, РСХБ и Банк Москвы http://t.co/7FyBThmFwl"
1405,0.0,a few labels,"RT @kommersant: Visa и MasterCard не намерены блокировать карты ВТБ, Банка Москвы и Россельхозбанка http://t.co/FHGaYhUsHS"
1406,,label is None,"ЦБ РФ готов поддержать ВТБ, РСХБ и Банк Москвы после введения против них санкций США: В июле, когда был введен..."
1407,-1.0,a few labels,"СМИ: Сбербанк и ВТБ внесены в санкционный список ЕС.В числе юридических лиц, попадающих под новые санкции ЕС, названы крупнейшие российские"
1408,0.0,,http://t.co/sP88x2hzJa сбербанк в ярославле автокредит
1409,0.0,,http://t.co/NwTIpSwIwa Получить кредит 300 тыс сбербанк кредит уфа
1410,0.0,a few labels,"RT @kommersant: Visa и MasterCard не намерены блокировать карты ВТБ, Банка Москвы и Россельхозбанка http://t.co/bbbMegXsut"
1411,,label is None,"ЦБ РФ поддержит попавшие под санкции ВТБ, РСХБ и Банк Москвы  #Финансы"
1412,,label is None,"ЦБ РФ поддержит попавшие под санкции ВТБ, РСХБ и Банк Москвы  #Политика"
1413,,label is None,"ЦБ РФ поддержит попавшие под санкции ВТБ, РСХБ и Банк Москвы"
1414,,label is None,"#Экономика #сео ЦБ РФ поддержит попавшие под санкции ВТБ, РСХБ и Банк Москвы: В сообщении мегарегулятора отмеча...  #fyseo_ru #читаю"
1415,,label is None,"#экономика ЦБ РФ поддержит попавшие под санкции ВТБ, РСХБ и Банк Москвы: В сообщении мегарегулятора отмечается, что в случае необ...  #RT"
1416,-1.0,,"Действительно, @sberbank. Обратите внимание, что у вас кодировка слетела :) http://t.co/0pHTTfS58d"
1417,,label is None,"ЦБ РФ поддержит попавшие под санкции ВТБ, РСХБ и Банк Москвы http://t.co/X79Tk5U1lx"
1418,,label is None,"ЦБ РФ поддержит попавшие под санкции ВТБ, РСХБ и Банк Москвы: В сообщении мегарегулятора отмечается, что в случае необходимости «буду..."
1419,,label is None,"#news ЦБ РФ поддержит попавшие под санкции ВТБ, РСХБ и Банк Москвы"
1420,,label is None,"ЦБ РФ поддержит попавшие под санкции ВТБ, РСХБ и Банк Москвы http://t.co/d8ZaTDjeYn"
1421,,label is None,"ЦБ РФ поддержит попавшие под санкции ВТБ, РСХБ и Банк Москвы http://t.co/5fKlm9xwyt #новости #news #лето"
1422,0.0,a few labels,"RT @EchoMskNews: Международная платежная система Visa не намерена блокировать карты ВТБ, Банка Москвы и  Россельхозбанка http://t.co/5Eyhfm…"
1423,0.0,,Внутридневной взгляд - Сбербанк http://t.co/c7HeCPxMQO
1424,0.0,,http://t.co/RLQAgxXHIJ сбербанк со скольки лет дают кредит
1425,0.0,,http://t.co/Yx6YPuuSi3 сбербанк со скольки лет дают кредит
1426,,label is None,Банк Москвы: новые санкции США не ударят по нашему бизнесу
1427,,label is None,RT @bm_twit: Фондирование за счет внешних заимствований в Банке Москвы несущественно и не превышает 2% валюты баланса банка.
1428,0.0,,http://t.co/Ucf1mk5GQ8 Взять кредит под залог недвижемости сбер банка россии
1429,1.0,,"Новости Олимпиады в России сегодня, 13 февраля: Сбербанк и Visa запустили карту в поддержку олимпийской сборной России"
1430,-1.0,,"RT @v_milov: О, а дипломаты европейские вроде говорят что Сбер тоже подпадает под санкции по их формулировке"
1431,0.0,a few labels,"RT @banki_ru: Visa не намерена блокировать карты ВТБ, Россельхозбанка и Банка Москвы http://t.co/3xPnZ4SoyE"
1432,0.0,,http://t.co/pyu8JqkOm0 кредиты в газпромбанке отзывы
1433,0.0,a few labels,"Visa и MasterCard объявили, что санкции США, введенные в отношении Россельхозбанка, ВТБ и Банка Москвы, не затрагивают работу с картами..."
1434,0.0,,http://t.co/6HqGtCmg6I под какой процент дает сбербанк потребительский кредит
1435,,label is None,RT @itass: Банк Москвы: клиенты от санкций не пострадают http://t.co/HujmRzIemz
1436,0.0,a few labels,"Международные платежные системы MasterCard и Visa не собираются блокировать карты клиентов банков ВТБ, Банка Москвы и Россельхозбанка, кото"
1437,1.0,,NAlexandrowa иди в Альфа Банк. корпоративный отдел) на Западный.
1438,1.0,,"@sberbank
Кировское отделение Сбербанка предлагает брокерские услуги
http://t.co/rLTT4YA5w7
#news #новости"
1439,-1.0,a few labels,"США вели санкции против ВТБ, Россельхозбанка и &amp;quot;Банка Москвы&amp;quot;. Как сообщается на сайте министерства финансов США, американцам отн"
1440,0.0,,http://t.co/PmbIG9rNM1 россельхозбанк кредиты уфа
1441,0.0,,О планах Райффайзенбанка сменить приоритет работы в России в интервью австрийскому изданию Wirtschafts Blatt сообщил глава Райффайзен Банк
1442,,label is None,RT @RuRepost: Банк Москвы: клиенты от санкций не пострадают #новости #экономика http://t.co/DBzTWO5CTp http://t.co/WEXjdbIQZs
1443,0.0,,http://t.co/Qcv0ieJIok сбербанк кредиты условия
1444,0.0,,http://t.co/os6sjaidFf Хочу оформить кредитную карту альфа банка
1445,1.0,,В Красноярском филиале ОАО «Россельхозбанк» с 25 июля по 25 августа проходит «Месяц продаж ипотечных кредитов». Во всех офисах филиала (а и
1446,0.0,,"http://t.co/KVaDDfd68U Фото: sberbank.ru Список опубликуют во вторник или среду. По данным The Wall Street Journal, в него вклю"
1447,-1.0,a few labels,"Помимо Россельхозбанка, ВТБ  и подконтрольного ему банка Москвы, под новые санкции США попала Объединенная судостроительная корпорация (ОСК"
1448,0.0,,http://t.co/aXolGL9w41 со скольки лет можно взять кредит в альфа банке
1449,,label is None,"http://t.co/PG3RQ6Vi6Q ЦБ РФ поддержит попавшие под санкции ВТБ, РСХБ и Банк Москвы"
1450,,label is None,"#новости ЦБ РФ поддержит попавшие под санкции ВТБ, РСХБ и Банк Москвы http://t.co/ncTm24xHeD"
1451,,label is None,"RT @Marketer1997: .

Оросын
- ВТБ
- Банк Москвы
- Россельхоз банкны
эсрэг м?н хориг нэмж тогтоолоо
#АНУ
.
."
1452,-1.0,a few labels,"В «черный список» США попали «Банк Москвы», ВТБ и Россельхозбанк."
1453,-1.0,a few labels,"«Черный список» ЕС дополнят 5 российских олигархов, Сбербанк и ВТБ"
1454,0.0,,"RT @US_progress: Сбербанк +3,49% #санкции"
1455,-1.0,a few labels,"http://t.co/TjsrDFoA2y США ввели санкции против ВТБ, Россельхозбанка и Банка Москвы"
1456,0.0,,"@alfa_bank на mail@alfabank.ru, как и три года назад. То есть еще не совсем отправил. Вот дописываю и отправляю. Адрес актуальный ведь?"
1457,0.0,,#СМИ Visa и MasterCard не будут блокировать карты ВТБ и Банк Москвы http://t.co/B2lYP7MWMV #новости
1458,0.0,,http://t.co/zpVIKOMa0j альфа банк процентная ставка по кредиту
1459,0.0,,Россельхозбанк не ожидает негативного влияния от введенных санкций
1460,-1.0,a few labels,"В расширенный список попали ВТБ, Банк Москвы и Россельхозбанк. Европа вводит новые санкции с 1 августа. Ожидается, что они также коснутся б"
1461,-1.0,,Россельхозбанк может обратиться к властям с просьбой о поддержке из-за санкций http://t.co/tsYuEneM9Z
1462,-1.0,,RT @duremarik: Оказывается банк ВТБ ждал утверждения кредита в $1.5 млрд. Кредиторы сказали сначала посмотрят какие будут санкции
1463,,label is None,"Банк Москвы, включенный в перечень компаний, которым американские кредиторы не могут предоставлять финансирование дольше 90 дней, не видит"
1464,0.0,,"Банк Москвы (дочерняя структура ВТБ) заявил, что его бизнес не пострадает от новых санкций США. Представители банка также утверждают, что к"
1465,,label is None,"RT @bm_twit: О санкциях: БМ сориентирован на работу на внутреннем рынке, и от введенных санкций бизнес банка никак не страдает."
1466,-1.0,a few labels,"Обама объявил о санкциях против ВТБ, Банка Москвы, Россельхозбанка и ОСК - Газета.Ru | Политика http://t.co/aSX716yHXv с помощью @gazetaru"
1467,-1.0,a few labels,"США ввели санкции против ВТБ, «Банка Москвы» и Россельхозбанка"
1468,0.0,a few labels,"Новые санкции, которые США ввели в&amp;nbsp;отношении ВТБ, ""Банка Москвы"" и&amp;nbsp;""Россельхозбанка"", не коснулись работы с&amp;nbsp;картами данных б"
1469,0.0,,Клиенты Россельхозбанка воспользуются новыми кредитными продуктами:  http://t.co/afxDVqsl7T
1470,0.0,a few labels,"RT @ntvru: Компании Visa и MasterCard не будут блокировать карты ВТБ, Банка Москвы и Россельхозбанка, попавших под санкции США http://t.co/…"
1471,-1.0,a few labels,"ВТБ, Банк Москвы и Россельхозбанк в результате введения новых санкций США больше не смогут привлекать долгосрочное финансирование на Западе"
1472,,label is None,"Банк Москвы работает в штатном режиме и не ощущает влияния санкций США на свою деятельность. Об этом говорится в заявлении, поступившем в """
1473,0.0,,Санкции ЕС и США не повлияют на стабильную работу Россельхозбанка
1474,0.0,,Россельхозбанк не ожидает негативного влияния от введения санкций США http://t.co/qHepI0ITrl
1475,,label is None,"Банк Москвы объяснил, почему ему не страшны санкции США http://t.co/1efnG9gasO"
1476,-1.0,a few labels,"Вашингтон ввел очередные санкции по отношению к России. На этот раз ограничения касаются ВТБ, Россельхозбанка и Банка Москвы. Под давлением"
1477,0.0,,"Курс евро в банках Уфы   http://t.co/iPXfjetLoM /  / Россельхозбанк 47,86  48,45  / Бинбанк 47,83  48,40  / Росгос.. http://t.co/6lBGJJG8r0"
1478,,label is None,"Банк России окажет поддержку 3-м отечественным банкам – Россельхозбанку, ВТБ, Банку Москвы – попавшим в санкционный список США. Санкции Ваш"
1479,-1.0,,RT @Dbnmjr: Акции #ВТБ сегодня на открытии торгов упали почти на 3% из-за санкций США и ЕС - Росбалт
1480,-1.0,,"@Dbnmjr #ВТБ Забавно то, что пока и санкций то никаких нет. Будут только с августа. А уже минус три процента. Точно хитрый план Путина...:)"
1481,0.0,,"В сбербанк сходил,инет проплатил с: Жизнь снова продолжается xD"
1482,0.0,,http://t.co/Uo5GKDK6RQ Как взять кредит в россельхозбанке иваново
1483,-1.0,a few labels,"RT @GazetaRu: Американские #санкции против ВТБ, Банка Москвы и Россельхозбанка отразятся на заемщиках.  
http://t.co/KRyvmaffGj http://t.co…"
1484,1.0,,Поволжский Сбербанк проводит акцию для малого бизнеса http://t.co/1kiwdYIC6t
1485,0.0,,http://t.co/dClrQL0W2h Сбербанк россии взять кредит на поездку на море
1486,,label is None,Банк Москвы не увидел угрозы от санкций США http://t.co/qiD5Jc5PWy
1487,0.0,,http://t.co/NPxNg8uMTn россельхозбанк кредит калькулятор лпх
1488,0.0,,Россельхозбанк не ощущает негативного влияния санкций США
1489,-1.0,,"RT @novostidnua: Вооруженные террористы похитили 4,2 млн гривен, $172 тыс., €144 тыс. и 2,6 млн рублей из отделения ""Райффайзен Банк Аваль""…"
1490,,label is None,Банк Москвы о санкциях: Мы не занимаем деньги в США
1491,,label is None,Банк Москвы о санкциях: Мы не занимаем деньги в США http://t.co/Q4tOdl5mdW
1492,,label is None,"Банк Москвы, одно из трех финансовых учреждений, которое попало под экономические санкции США..."
1493,,label is None,"Рублевые облигации ВТБ и Россельхозбанка (РСХБ) укрепляются в среду, несмотря на включение эмитентов в санкционный список США #fxcash #forex"
1494,,label is None,Банк Москвы о санкциях: Мы не занимаем деньги в США http://t.co/XlyJTsNiQQ
1495,0.0,,http://t.co/VkVflDc56q авто кредит в альфа банке
1496,-1.0,a few labels,"#Россия США ввели санкции против Банка Москвы, ВТБ и Россельхозбанка http://t.co/xjHoLOAxUS"
1497,0.0,,образец согласия на приобретение квартиры залог и возможное отчуждение сбербанк http://t.co/4G6sVbkmHp #сбербанк #квартиры
1498,-1.0,,"на эл.почту #письмо пришло от @alfa_bank даже отчество моё перепутали,какое после этого может быть сотрудничество? http://t.co/dIwlF1sLDA"
1499,0.0,,http://t.co/4EbDlL3aTw Как взять кредит в россельхозбанке в красном куте
1500,,label is None,"В июле, когда был введен ""третий пакет"" санкций США в отношении ВЭБа и Газпромбанка, Банк России также заявлял о готовности помочь этим бан"
1501,0.0,,"RT @rusbizness: Россельхозбанк заявил, что санкции ЕС и США не повлияют на его работу http://t.co/xxX8HErqwk"
1502,0.0,,http://t.co/Rb3YoI1aMA кредит от втб 24 калькулятор
1503,0.0,,"Зашла к Лизе в сбербанк и поняла, что можно работать в банке. Конечно если не ползти по карьерной лестнице, а сразу в отдельный кабинет."
1504,0.0,a few labels,"Visa и MasterCard не будут блокировать карты ВТБ, ""Банка Москвы"" и Россельхозбанка http://t.co/EU4QbfjWXj"
1505,0.0,a few labels,"Visa и MasterCard не будут блокировать карты ВТБ, ""Банка Москвы"" и Россельхозбанка http://t.co/1BH1qb9cHO"
1506,0.0,,"На стабильную работу Россельхозбанка не повлияют санкции ЕС и США, об этом сообщили «Байкал Финанс» в пресс-службе банка"
1507,1.0,,"@sberbank просто я в понедельник общался с тех поддержкой банка и они сказали,что всё должно быть хорошо( спасибо в любом случае"
1508,,label is None,"Попавшие под санкции США новые российские банки — ВТБ, Банк Москвы и Россельхозбанк (РСХБ) отреагировали на происшедшее. Все они выпустили"
1509,1.0,a few labels,"У кого там карты ВТБ, Банка Москвы и Россельхозбанка. Для вас хорошие новости! http://t.co/UaOOyyLI3X"
1510,,label is None,"Банк Москвы объяснил, почему ему не страшны санкции США http://t.co/HB40XnLTR7 http://t.co/QyE9nOVkI9"
1511,0.0,,http://t.co/HbQtgp8xMd кредиты газпром банка
1512,0.0,,"""Россельхозбанк и Банк Москвы не пострадают от санкций"" http://t.co/11xCNUxn0S"
1513,-1.0,,"RT @Vedomosti: В продолжение предыдущего ретвита: похоже, Сбербанк тоже не избежал санкций http://t.co/OR7cGYUVwV"
1514,0.0,,образец платежного поручения втб 24 для перечисления кредита http://t.co/WBEocTti8I #втб #платежного
1515,-1.0,a few labels,RT @SGazizova16: Сбербанк и ВТБ могут попасть в санкционный список ЕС.Европейский союз готовится добавить в антироссийский санкционный спис…
1516,0.0,,http://t.co/Bs5kGuKJmk сбербанк кредиты страховка
1517,0.0,a few labels,"Visa и MasterCard объявили, что санкции США, введенные в отношении Россельхозбанка, ВТБ и Банка Москвы, не затрагивают работу с картами дан"
1518,0.0,,"курс евро в банках оренбурга http://t.co/6lIqNIVOaU /  / Россельхозбанк 47,86 48,45 / Региональный Коммерческий Бан.. http://t.co/Nq2rRaCzLN"
1519,0.0,,Сотрудник сбербанк чувствует себя супергероем http://t.co/UDX1Lw6VY5
1520,-1.0,,RT @netovetz: Шеф брюссельского бюро FT: Сбербанк попадет под санкции Евросоюза http://t.co/utQLkTJSYW
1521,0.0,a few labels,"Речь идет о ВТБ, Банке Москвы и Россельхозбанке. Ранее в июле, когда были введены ограничения в отношении ВЭБа и Газпрома, банк России такж"
1522,0.0,,http://t.co/xH8ThQc4HL кредит банк альфа банк процентная ставка
1523,-1.0,,FT: Сбербанк попадет под третий раунд санкций ЕС #бизнес http://t.co/zc8NtpMDjv
1524,0.0,,как оформить кредитную карту газпромбанка http://t.co/7UsLCV6Xo6
1525,0.0,,http://t.co/my76OBHc41 Восколько лет можно взять кредит в альфа банк
1526,0.0,,Вырастут ли проценты за кредиты сбербанк http://t.co/s0Op1rCOGw
1527,0.0,,http://t.co/rnRj1dERH7 Взять кредит в россельхозбанке 200 тыс
1528,,label is None,"ЦБ поддержит попавшие под санкции ВТБ, РСХБ и Банк Москвы!..а детские больницы поддержит как всегда Господь?..ага.ага http://t.co/tSaME9FJZi"
1529,0.0,,RT @Rundschau: Локальное производство разворачивают на заводе Derways в Карачаево-Черкесии (принадлежит @sberbank )
1530,-1.0,a few labels,"Новости Грузии сегодня США ввели санкции против Банка Москвы, ВТБ и Россельхозбанка,"
1531,0.0,,"visa #mastercard #втб Visa и MasterCard не намерены блокировать карты ВТБ, Банка ..."
1532,-1.0,,RT @Vedomosti: Сбербанк попадет под третий раунд санкций ЕС - шеф брюссельского бюро FT http://t.co/5CuIbxAOXq
1533,0.0,,Райффайзенбанк анкета потребительский кредит http://t.co/Ab3wNnhoAk
1534,0.0,,Новокузнецк сбербанк россии условия автокредитования http://t.co/nAHg6d8HdR
1535,1.0,,Поволжский Сбербанк проводит акцию для малого бизнеса  http://t.co/7AxOCzke0t
1536,0.0,,Кредиты сбербанк г петрозаводск http://t.co/dxXCxk947A
1537,0.0,a few labels,"RT @channelone_rus: Visa и MasterCard продолжат работать с ВТБ, Россельхозбанком и Банком Москвы в обычном режиме
http://t.co/AS1qGzZvm1 ht…"
1538,-1.0,a few labels,WSJ: от санкций ЕС пострадают Сбербанк и ВТБ http://t.co/nnwQu3jV0N
1539,0.0,,"RT @K_Spiridonov: @belyi_ej радуется, что Сбер под санкции не попал http://t.co/h1jgk4X7jg"
1540,0.0,,http://t.co/QrJ38hLItC втб 24 воронеж кредиты калькулятор
1541,0.0,,Ставки пенсионного кредита в россельхозбанке http://t.co/zeGYeCkVqm
1542,0.0,,Оформить кредитную карту онлайн сбербанк россии http://t.co/RMMIHI9qHe
1543,0.0,,Wwwsberbankru образец предварительного договора купли продажи дома и земельного участка http://t.co/fkVC3a1W3X #образец #договора
1544,0.0,,Выдача кредитов юридическим лицам в райффайзен банке http://t.co/KNZFA7HGGO
1545,0.0,,Кредитные программмы газпромбанка в красноярске http://t.co/OYqgtjH7hD
1546,,label is None,http://t.co/GkhqCTOAmX банк москвы автокредиты
1547,0.0,,http://t.co/W3jgr8rRRH райфайзен банк онлайн заявка на кредит наличными
1548,0.0,,Ккаковы скрытые проценты по кредиту в альфа банке http://t.co/CfDNPxNZM0
1549,,label is None,Банк Москвы: клиенты от санкций не пострадают
1550,0.0,,Россельхозбанк нижний новгород кредитный отдел http://t.co/TLIrDdgm8j
1551,-1.0,,спасибо интернету)) звонили мошенники.а в офисе @sberbank #казань не уточнили откуда звонок: #унасоплатапрошла и все.будьте бдительны 2/2
1552,0.0,,http://t.co/28VyxhOSKf кредиты втб 24 на неотложные нужды
1553,-1.0,,Ипотека сбербанк поднимет проценты по ранее выданным кредитам http://t.co/59KOkqelOq
1554,-1.0,a few labels,"RT @gudyhoravyf: США ввели санкции против ОСК, Банка Москвы, ВТБ, Россельхозбанка  #In..."
1555,1.0,,Поволжский Сбербанк проводит акцию для малого бизнеса: Поволжский банк ОАО «Сбербанк России» о... http://t.co/tjSS0png8D #Саратов
1556,-1.0,,RT @narodprotiv: СБЕРБАНК ПОДПАДЕТ ПОД ТРЕТИЙ РАУНД САНКЦИЙ ЕС /  / Евросоюз объявит о третьем раунде санкций в отношении российск.. http:/…
1557,0.0,,http://t.co/IfMXDocdsO Втб 24 взять кредит ульяновск
1558,0.0,,Рассылка от @alfa_bank — http://t.co/J67fBSHTgS
1559,-1.0,a few labels,"США ввели санкции против ОСК, ВТБ, Банка Москвы и Россельхозбанка"
1560,0.0,,http://t.co/haQ7dPG75c Как получить кредит россельхозбанк
1561,-1.0,,"RT @Dbnmjr: #Сбербанк подпадет под третий раунд санкций ЕС. 
График по состоянию на 12:00 30.07.2014 http://t.co/lZ9sNqRnDi"
1562,-1.0,,"О, сбербанк под санкции попадет.."
1563,-1.0,,RT @banki_ru: Европейские санкции «третьего уровня» затронут Сбербанк http://t.co/LNGH8hUhng
1564,0.0,,Россельхозбанк может попросить помощи от государства из-за санкций
1565,0.0,,RT @TSemenova41: Введённые США санкции в отношении ОАО Банк ВТБ никак не отразятся на клиентах Банка ВТБ &amp;#40;Армения&amp;#41; – банк продолжит…
