,beeline,date,komstar,megafon,mts,rostelecom,skylink,tele2,text,twitid
1082,NULL,1406518923,NULL,-1,NULL,NULL,NULL,NULL,"RT @Dima_Erykalov: все три комплекта формы ""Сибири"" на следующий сезон.  (ох уж этот мерзкий ""Мегафон"") http://t.co/dW5fIm2x9Y",493602257540480000
1083,NULL,1406519069,NULL,-1,NULL,NULL,NULL,NULL,"Какой же Мегафон оказался уебищный, сука. Ни связи, ни интернета блядь. Тверская 8, центр Москвы, нет сети.",493602870991000000
1084,NULL,1406519129,NULL,1,-1,NULL,NULL,NULL,Рынок оценивает МТС на 10-15% ниже «Мегафона» - http://t.co/NU3nnJoaBi,493603119692260000
1085,NULL,1406519252,NULL,0,NULL,NULL,NULL,NULL,"позади, во тьме, засыпала порванная ванавара, составная рыжей ассоциацией компаний и самоходная служащими разработчиками мегафонов.",493603636509820000
1086,NULL,1406519377,NULL,1,-1,NULL,NULL,NULL,Рынок оценивает МТС на 10-15% ниже «Мегафона» - http://t.co/AQakGqFaRP,493604161083410000
1087,-1,1406519617,NULL,NULL,NULL,NULL,NULL,NULL,"@Beeline_RUS чего проследить?! Сервис или работает, или ... У вас сплошная рекламная профанация, как собственно и весь проект @Beeline_RUS",493605168085490000
1088,NULL,1406519678,NULL,0,NULL,NULL,NULL,NULL,приличная регламентами и твердым этапом введенная специальность обязательно конституционна проходить продажу перед мегафоном в услугу.,493605424222840000
1089,NULL,1406519806,NULL,NULL,-1,NULL,NULL,NULL,"МТС, сколько будет длится безобразие с легким платежом? Уже неделю слышу дежурную фразу:""просим извинить за предст.не удобства"".",493605960091710000
1090,NULL,1406520182,NULL,NULL,NULL,NULL,NULL,0,опера скачать теле2 http://t.co/3Cp6Td6xza,493607539616250000
1091,NULL,1406520203,NULL,1,NULL,NULL,NULL,NULL,Спасибо @megafonru @MegaFonHelp за самый быстрый LTE,493607627977670000
1092,NULL,1406520392,NULL,NULL,0,NULL,NULL,NULL,"@Vercha_ap уточните, пожалуйста, номер МТС, на котором подключаете опцию, постараемся помочь разобраться. ^СН #МТС",493608417391420000
1093,NULL,1406520431,NULL,NULL,NULL,0,NULL,NULL,"""Ростелеком"" не пускают к власти // Операторы и чиновники спорят о статусе компании",493608582399920000
1094,1,1406520887,NULL,NULL,NULL,NULL,NULL,NULL,"@DjVinilla если 3G, то мне Билайн айнанэ кажется. Надо ещё у @Niktta спросить её мнение в итоге.",493610495178720000
1095,NULL,1406521196,NULL,0,NULL,NULL,NULL,NULL,«МегаФон» прогремел над Псковом,493611789293070000
1096,NULL,1406521399,NULL,NULL,-1,NULL,NULL,NULL,"@ru_mts номер 89141998908.  вчера я отключила опцию Супер Бит, а сегодня с меня за нее сняли ежемесячную плату. И опцию ""везде как дома""&gt;&gt;&gt;",493612643304110000
1097,NULL,1406521410,NULL,0,NULL,NULL,NULL,NULL,"RT @MegaFonKomiPR: Всех, всех, всех с PRекрасным PRаздником PRщика. PRщиками не становятся, ими рождаются!",493612689542090000
1098,NULL,1406521501,NULL,NULL,-1,NULL,NULL,NULL,"@ru_mts наконец то подключили, за бонусные балы, но уже после того, как я включила платно! Больше месяца она мне не нужна. Позвонить&gt;&gt;&gt;",493613068325490000
1099,NULL,1406522050,NULL,0,NULL,NULL,NULL,NULL,«МегаФон» прогремел над Псковом http://t.co/9SPSyCQyit #новости #news #лето,493615374873550000
1100,NULL,1406522090,NULL,NULL,NULL,0,NULL,NULL,"Мне нравится ""Маша и Медведь"" на канале ""Мульт"" #Интерактивное ТВ, #Ростелеком",493615542595770000
1101,NULL,1406522147,NULL,NULL,0,NULL,NULL,NULL,"@Donchik55grisha уточните, пожалуйста, номер МТС, с которого осуществляете перевод, постараемся помочь разобраться. ^СН #МТС",493615780383440000
1102,NULL,1406522562,NULL,0,NULL,NULL,NULL,NULL,"@bromtula Проверьте, пожалуйста, @MegaFon_CF_Help",493617522269110000
1103,NULL,1406522864,NULL,NULL,-1,NULL,NULL,NULL,сука мтс,493618787439350000
1104,-1,1406522886,NULL,NULL,NULL,NULL,NULL,NULL,А это только у меня вчера-сегодня проблемы с Билайном?,493618879881820000
1105,NULL,1406523226,NULL,NULL,0,NULL,NULL,NULL,"@Elenka2012 по данным обращениям ведутся проверки, просим еще немного подождать, приносим извинения за длительные ожидание. ^СН #МТС",493620303822880000
1106,NULL,1406523454,NULL,NULL,0,NULL,NULL,NULL,@IsaevDimka подключение производится в течение суток. ^СН #МТС,493621261600570000
1107,NULL,1406523777,NULL,NULL,0,NULL,NULL,NULL,@ru_mts спасибо,493622614406230000
1108,NULL,1406523989,NULL,NULL,NULL,0,NULL,NULL,"ВНИМАНИЕ! ОПРОС! Друзья! Для тех, у кого РОСТЕЛЕКОМ! … … … … …",493623504030280000
1109,NULL,1406523989,NULL,NULL,NULL,0,NULL,NULL,"ВНИМАНИЕ! ОПРОС!Друзья!Для тех,у кого РОСТЕЛЕКОМ!",493623505510870000
1110,NULL,1406523989,NULL,NULL,NULL,0,NULL,NULL,"ВНИМАНИЕ! ОПРОС! Друзья! Для тех,у кого РОСТЕЛЕКОМ #RT",493623506408460000
1111,NULL,1406523989,NULL,NULL,0,NULL,NULL,NULL,"ВНИМАНИЕ! / Друзья, у меня новый номер! Теперь МТС 8-911-329-08-10",493623506718830000
1112,0,1406524031,NULL,NULL,NULL,NULL,NULL,NULL,Скачать программу билайн: скачать  программу билайн http://t.co/BZ4FeWrhtj,493623682195940000
1113,NULL,1406524292,NULL,NULL,-1,NULL,NULL,NULL,@eshvedova2012 @NickValuev МТС все не угомонится? ))),493624776104370000
1114,NULL,1406524455,NULL,NULL,0,NULL,NULL,NULL,"@kznbydlo приносим извинения за неудобства. Если сообщения до сих пор поступают - напишите, пожалуйста, Ваш номер МТС. ^СН #МТС",493625462321860000
1115,0,1406524662,NULL,NULL,NULL,NULL,NULL,NULL,"@Vanchouzzz Направили данные техникам, чтобы всё проверить. Свяжемся с Вами по контактному номеру по результату проверки. #билайн",493626330077220000
1116,NULL,1406525424,NULL,0,NULL,NULL,NULL,NULL,@bad_master_777 Если будут вопросы – пишите нам! @MegaFon_CF_Help,493629525637350000
1117,-1,1406525554,NULL,NULL,NULL,NULL,NULL,NULL,"Серьёзно, зачем мне свои отношения, если я и так переживаю за ""Билайн"", другого оператора и их бабы?",493630070159070000
1118,NULL,1406525617,NULL,0,NULL,NULL,NULL,NULL,"@MegaFon_CF_Help вообще я здесь: http://t.co/gT9xVZwjPd, последний этаж, окна на восток, если это вообще поможет ))",493630335989850000
1119,NULL,1406525671,NULL,NULL,-1,NULL,NULL,NULL,В этой деревни не ловит МТС что я скажу блин Коли где я лазила:-D,493630559860820000
1120,NULL,1406525680,NULL,0,NULL,NULL,NULL,NULL,"Наверное, это не Мегафон, а мошенники мне написали и хотят с меня получить денег. В России же много таких мошенников.",493630599127910000
1121,NULL,1406525748,NULL,NULL,1,NULL,NULL,NULL,Система поведенческого анализа корпоративных водителей будет запущена МТС http://t.co/7egUx5SREX #транспорт #авто #водители,493630881865930000
1122,0,1406525810,NULL,NULL,NULL,NULL,NULL,NULL,Наш номер билайн для пожертвований +7-965-77-00-123 / Остальные реквизиты тут http://t.co/qXzZHVKSb8.. http://t.co/A2QnB6Hi6d,493631142877470000
1123,0,1406526009,NULL,NULL,0,NULL,NULL,NULL,RT @N_Shvetsov: После Намаза на выходе раздавали бесплатные симки зареганые на левое юр. лицо. Взял мтс и билайн :),493631977975980000
1124,NULL,1406526018,NULL,0,NULL,NULL,NULL,NULL,@MegaFon_CF_Help Уверен - там всегда такие проблемы. Можете съездить и проверить.,493632016785870000
1125,NULL,1406526883,NULL,1,NULL,NULL,NULL,NULL,Мегафон снизил роуминговые цены в Египте megafon.ru,493635645240120000
1126,NULL,1406526938,NULL,0,NULL,NULL,NULL,1,@MegaFon_CF_Help Спасибо. Для сведения - @Tele2_ru там ловился уверенно.,493635873708450000
1127,1,1406527502,NULL,NULL,-1,NULL,NULL,NULL,"@neymaar11jr ну почему-то с билайна на билайн смс норм доходит,а на мтс не может дойти 10 шт уже около 15 часов. чот падазритильна -.-",493638240491290000
1128,NULL,1406527542,NULL,NULL,-1,NULL,NULL,NULL,@Yu_Ozhogina ахахахаха бля МТС такой МТС,493638407986630000
1129,NULL,1406527719,NULL,NULL,-1,NULL,NULL,NULL,"Мне кажется, уже вся страна ненавидит мужика, поющего в ванной из рекламы МТС",493639152320400000
1130,NULL,1406528025,NULL,-1,NULL,NULL,NULL,NULL,"МегаФон, сделай нормальный (хоть какой) блядь интернет в Домодедово, не расстраивай меня сука",493640432669430000
1131,NULL,1406528208,NULL,-1,NULL,NULL,NULL,NULL,@sult в подольском районе тоже инет отвратный. звоню в мегафон каждый день,493641202290690000
1132,NULL,1406528313,NULL,NULL,NULL,0,NULL,NULL,"""Ъ"": ""Ростелекому"" мешают стать единственным интернет-провайдером для госорганов",493641642944250000
1133,NULL,1406528356,NULL,NULL,-1,NULL,NULL,NULL,@Subiekt Нашелся я. Связи не было.Месяц уже кориоры на границе держим.Я вот только в больнице ненадолго.Да и сейчас связь плохаяИ только МТС,493641823748110000
1134,NULL,1406528386,NULL,-1,NULL,NULL,NULL,NULL,"RT @sult: МегаФон, сделай нормальный (хоть какой) блядь интернет в Домодедово, не расстраивай меня сука",493641949413640000
1135,NULL,1406528386,NULL,NULL,0,NULL,NULL,NULL,телефон мтс 970 алкатель инструкция http://t.co/5wEa8ZvEwh #мтс #инструкция,493641949778160000
1136,NULL,1406528443,NULL,NULL,0,NULL,NULL,NULL,теперь и на МТС!?,493642185917870000
1137,NULL,1406528725,NULL,NULL,NULL,0,NULL,NULL,оао ростелеком нижний тагил http://t.co/ps6xRCAhKJ,493643370146050000
1138,NULL,1406528746,NULL,NULL,0,NULL,NULL,NULL,"@VHomutov57 если нужна помощь, чтобы разобраться в начислениях, то напишите нам подробности, указав номер МТС. ^СН #МТС",493643459799290000
1139,-1,1406528781,NULL,NULL,NULL,NULL,NULL,NULL,В личном кабинете билайна не найдешь своих денег :(,493643605824010000
1140,NULL,1406528795,NULL,1,NULL,NULL,NULL,NULL,RT @nasvyazi: «МегаФон» запускает корпоративную услугу «Контроль автопарка» http://t.co/5q6hgEwcSc #насвязи,493643664175140000
1141,NULL,1406529184,NULL,-1,NULL,NULL,NULL,NULL,Мегафон Вы прекр знаете Я с23 Сарат Я по региону уст фишки мегафона ноутбук Перест казаться наивн Верните мне похищ вами 1500р за июнь Москв,493645296036230000
1142,-1,1406529261,NULL,NULL,NULL,NULL,NULL,NULL,"Друзья, у вас билайн щас работает?",493645616342640000
1143,NULL,1406529346,NULL,-1,NULL,NULL,NULL,NULL,"Компания ""Мегафон"" заблокировала данные об уровне оттока клиентов - http://t.co/7irlmWbQI6, г. Москва. http://t.co/BO0y7dfEi2 #RT",493645973676380000
1144,NULL,1406529908,NULL,0,NULL,NULL,NULL,NULL,Мегафон и его сеть платежных терминалов: от железа до софта http://t.co/j7dvslUZ90 http://t.co/VaZtzTIrCz,493648333802840000
1145,0,1406529961,NULL,NULL,NULL,NULL,NULL,NULL,Есть у кого друзья в билайне?,493648553307550000
1146,NULL,1406530203,NULL,0,NULL,NULL,NULL,NULL,"@fela_control Проверьте, пожалуйста, @MegaFon_SZ_Help",493649569679700000
1147,NULL,1406530277,NULL,0,NULL,NULL,NULL,NULL,@megafonru тот что в тарифе за 390 Р,493649879466780000
1148,NULL,1406530341,NULL,0,NULL,NULL,NULL,NULL,"@other_days Проверьте, пожалуйста, @MegaFonHelp, расходование трафика.",493650146513940000
1149,NULL,1406530674,NULL,NULL,-1,NULL,NULL,NULL,@ru_mts откуда в тарифе smart долг 145руб??тариф не подразумевает кредитов!,493651543204590000
1150,NULL,1406530927,NULL,0,NULL,NULL,NULL,NULL,"@sult Проверьте, пожалуйста, @MegaFonHelp",493652607072610000
1151,NULL,1406531107,NULL,0,NULL,NULL,NULL,NULL,"Вы уже знаете про наше бесплатное приложение «МегаФон-Навигация»? Вы должны о нем узнать! Особенно, если собира.. http://t.co/CzfqHRiODR",493653359464050000
1152,NULL,1406531431,NULL,NULL,0,NULL,NULL,NULL,мтс как отключить смс инструкция http://t.co/2EsCi3ObNN #мтс #смс,493654719017920000
1153,NULL,1406531524,NULL,NULL,0,NULL,NULL,NULL,МТС разместила QR-коды на территории Приамурского зоосада,493655108492980000
1154,NULL,1406531661,NULL,NULL,-1,NULL,NULL,NULL,сайт мтс работает хуже чем интернет от мтс,493655684924590000
1155,NULL,1406531733,NULL,NULL,1,NULL,NULL,NULL,МТС начинает эксклюзивные продажи смартфона Huawei P7,493655985441870000
1156,NULL,1406531808,NULL,NULL,-1,NULL,NULL,NULL,"Мои результаты Ookla Speedtest - http://t.co/Wq3GYPafcT
Пинг у мтс интернета огорчает.",493656301931880000
1157,0,1406531880,NULL,NULL,NULL,NULL,NULL,NULL,"@Rik_Mk4 скажите, пожалуйста, все телефоны по одному адресу находятся? Пробовали тестировать работу этой SIM в другом аппарате? #билайн",493656602898350000
1158,NULL,1406532340,NULL,-1,NULL,NULL,NULL,NULL,Прошло два года. Ничего не изменилось. Связи нет. И это генеральный спонсор готовился к олимпиаде. #МегаФон,493658534144260000
1159,0,1406532708,NULL,NULL,NULL,NULL,NULL,NULL,@Sashka321 @karkushaaa24 @selendirection @pagina_tania  кто в Билайн работает?)),493660075517830000
1160,NULL,1406533181,NULL,0,NULL,NULL,NULL,NULL,инструкция по работе с планшетом мегафон логин 2 http://t.co/WurE2iDllK #мегафон #по,493662059779740000
1161,NULL,1406533205,NULL,NULL,0,NULL,NULL,NULL,мтс бланк заявления на смену владельца http://t.co/Seq8gKw2VN #мтс #на,493662160216550000
1162,NULL,1406533361,NULL,NULL,NULL,NULL,NULL,0,Tele2 объявила консолидированные финансовые и операционные результаты деятельности компании за 9 месяцев 2013 года.,493662815455290000
1163,NULL,1406533413,NULL,NULL,NULL,0,NULL,NULL,"""Ростелеком"" не пускают к власти - Сотовик http://t.co/c3g0zxRQgy",493663034775040000
1164,NULL,1406533720,NULL,-1,NULL,NULL,NULL,NULL,"Очередная отписка мегафона на отсутствие 3G покрытия, пробовал iphone 5  и 5s, разные симки и тп. @megafonru http://t.co/PHW0Qyb2Je",493664322284170000
1165,NULL,1406533852,NULL,NULL,0,NULL,NULL,NULL,http://t.co/XrhamRTw4b омтс начальника инструкция,493664875126990000
1166,NULL,1406533866,NULL,NULL,NULL,NULL,NULL,0,Tele2 поддержала популяризацию объектов культурного наследия Вологодской области,493664934824530000
1167,NULL,1406534054,NULL,NULL,+-,NULL,NULL,NULL,чтоб в москве так мтс скорость отдавал http://t.co/KaOcNgxSFi,493665720245680000
1168,NULL,1406534212,NULL,NULL,1,NULL,NULL,NULL,Абоненты МТС смогут говорить за счет собеседника в роуминге,493666382534680000
1169,NULL,1406534387,NULL,NULL,-1,NULL,NULL,NULL,МТС гавно. 12 часов никаким образом не проходят платежи за интернет.,493667115971670000
1170,-1,1406534499,NULL,NULL,NULL,NULL,NULL,NULL,"Теперь в России три проблемы: дураки, дороги и Билайн.",493667585817600000
1171,NULL,1406534518,NULL,NULL,NULL,NULL,0,NULL,http://t.co/vRs6fDAFet adu для http://t.co/kGiz7EVl5n скайлинк драйвера 310a +,493667669082920000
1172,NULL,1406534847,NULL,NULL,NULL,NULL,NULL,0,RT @fast_egoza: @tele2russia сейчас всё работает,493669048903680000
1173,NULL,1406534847,NULL,NULL,NULL,-1,NULL,NULL,"RT @rubinoviy: Закинул деньги через киви-терминал на номер @Rostelecom. Жду полчаса. Связь дурацкая,деньги идут долго. Пора менять сотового…",493669048941810000
1174,NULL,1406535012,NULL,1,NULL,NULL,NULL,NULL,Мобильный интернет от «МегаФона» стал на шестдесят процентов популярнее: Объем скачанных данных в сети уральск... http://t.co/CvgcobLHpV,493669739864940000
1175,NULL,1406535140,NULL,NULL,0,NULL,NULL,NULL,"Причина дисконта - украинский бизнес МТС, уверены аналитики Credit Suisse",493670274282570000
1176,NULL,1406535665,NULL,NULL,1,NULL,NULL,NULL,"Приморские абоненты МТС могут говорить за рубежом за счет собеседника. Для собеседника, принимающего вызов за свой счет, стоимость минуты б",493672478309640000
1177,NULL,1406536179,NULL,0,NULL,NULL,NULL,NULL,@megafonru москва http://t.co/11Uknmnsb7,493674632470590000
1178,NULL,1406536293,NULL,NULL,0,NULL,NULL,NULL,"Компания ""Мобильные ТелеСистемы"" и Приамурский зоосад им. В.П. Сысоева при поддержке Министерства культуры Хабаровского края объявили о зап",493675111741140000
1179,NULL,1406536474,NULL,0,NULL,NULL,NULL,NULL,"Не совсем понятно, какое отношение имеет сайт @webitel к компании #Мегафон , но есть такое мнение: http://t.co/boAiBMhmwx",493675870649720000
1180,NULL,1406536474,NULL,NULL,0,NULL,NULL,NULL,"@Muxa_bzzz уточните, пожалуйста, Ваш номер. ^СН #МТС",493675871157640000
1181,NULL,1406536703,NULL,0,NULL,NULL,NULL,NULL,RT @urblyjcash: Пенсионный фонд Microsoft инвестировал в «Яндекс» и «Мегафон»,493676832013570000
1182,NULL,1406536745,NULL,NULL,0,NULL,NULL,NULL,2804 http://t.co/C6N6suv3DI драйвер мтс,493677009974080000
1183,NULL,1406536827,NULL,1,NULL,NULL,NULL,NULL,RT @megafonvolga: Автоматический анализ расходов на сотовую связь и подбора тарифного плана http://t.co/nkxzRZriUy,493677353806360000
1184,NULL,1406537356,NULL,NULL,NULL,0,NULL,NULL,«Ростелеком» не пускают к власти,493679569799360000
1185,NULL,1406537557,NULL,-1,NULL,NULL,NULL,NULL,RT @che1i0s: Мегафон 4G во Франции отлично работет. Гигабайт тысяч под 100  руб выйдет по моему по их расценкам.,493680415623120000
1186,0,1406537614,NULL,NULL,NULL,NULL,NULL,NULL,@s4490 @Beeline_RUS ага,493680651682730000
1187,NULL,1406537757,NULL,1,NULL,NULL,NULL,NULL,После 2ы вкл/выкл самолётного режима на nexus 7 LTE от МегаФона заработал как надо и сегодня работаю с турбазы :) http://t.co/bOPYokssq3,493681251099090000
1188,NULL,1406537791,NULL,NULL,NULL,-1,NULL,NULL,"Жалоба / отзыв: Ростелеком - Не работает интернет | Книга жалоб и отзывов. Доска позора. Претензии, обзоры, жалобы, отзывы | доскажалоб.рф",493681395475040000
1189,NULL,1406537937,NULL,NULL,1,NULL,NULL,NULL,МТС провела акселерационную программу для молодых инноваторов http://t.co/G5huErkXQH #news,493682009273670000
1190,NULL,1406537937,NULL,NULL,1,NULL,NULL,NULL,МТС провела акселерационную программу для молодых инноваторов,493682009365960000
1191,0,1406538060,NULL,NULL,NULL,NULL,NULL,NULL,BeeCamp на Бугазской косе: продлите лето с «Билайн» http://t.co/qN6dn1dEjV,493682523029790000
1192,NULL,1406538335,NULL,NULL,0,NULL,NULL,NULL,Интернет-магазин МТС в Москве и Подмосковье. Розничная сеть МТС - крупнейший в России операторский ритейлер https://t.co/wIgvrgWK0E,493683676459590000
1193,NULL,1406538382,NULL,NULL,1,NULL,NULL,NULL,мне вчера мтс просто пожелал хорошего дня я обалдел ахах,493683874585520000
1194,NULL,1406538524,NULL,NULL,1,NULL,NULL,NULL,"@ru_mts, спасибо, что отозвались на мою проблему:)",493684470265160000
1195,NULL,1406538767,NULL,NULL,NULL,-1,NULL,NULL,"RT @mars_oita: Друзья,у кого-то еще не работал интернет на ростелекоме?",493685488239510000
1196,NULL,1406538856,NULL,0,NULL,NULL,NULL,NULL,@MegaFon_CF_Help уже отправил вам данные в ЛС,493685861197020000
1197,NULL,1406539899,NULL,0,NULL,NULL,NULL,NULL,Платные подписки. Опять про «мегафон». http://t.co/n4Dl4p0WTL Артем Бардиж #PlushevApps,493690237399620000
1198,0,1406539966,NULL,NULL,NULL,NULL,NULL,NULL,"@_Lis69_ какой-то олень в 8 утра позвонил,говорил он из Билайна,вопросы задавал!Я сразу поняла что это прикол,поэтому просто вырубилась!",493690517243580000
1199,NULL,1406540031,NULL,NULL,NULL,NULL,NULL,0,как получить кредит на tele2 http://t.co/BVqSBhh3WU,493690792452830000
1200,NULL,1406540323,NULL,-1,NULL,NULL,NULL,NULL,"@ALisaLokki не знаю, может опять телефон выключила. Плюс, у мегафона в последнее время сеть пропадает",493692015683860000
1201,NULL,1406540726,NULL,NULL,-1,NULL,NULL,NULL,"Задачка: 

ограничение по траффику 15 гб, мтс LTE по всей России
Потрачено 8,7 гб.

Вопрос:

КАКОГО ХРЕНА В ПИТЕРЕ У МЕНЯ НЕ ГРУЗИЛО НИЧЕГО",493693706697200000
1202,1,1406540929,NULL,NULL,NULL,NULL,NULL,NULL,"Чем дольше я с @Beeline_RUS , тем создаю большую волну восторга!",493694555288790000
1203,NULL,1406540939,NULL,0,NULL,NULL,NULL,NULL,инструкция по пользованию смартфона мегафон логин2 http://t.co/KdGHj7NCSW #инструкция #логин2,493694600800780000
1204,NULL,1406540949,NULL,NULL,0,NULL,NULL,NULL,"МТС сообщила об итогах акселерационной программы, направленной на поддержку молодежных стартапов в области информационно-коммуникационных т",493694641494310000
1205,0,1406541444,NULL,-1,NULL,NULL,NULL,NULL,"@plushev я лично попадал на подписку мегафона два раза симкой,  стоящей в 3g модеме. Второй месяц как заблокировал мегафон и тестю билайн",493696718316520000
1206,NULL,1406541719,NULL,0,NULL,NULL,NULL,NULL,Работаю — at Мегафон http://t.co/Nhdioo77Md,493697870818970000
1207,NULL,1406542054,NULL,NULL,-1,NULL,NULL,NULL,"Ада и мучений тебе, сраный пидорский убогий мтс, ада и мучений.",493699275927610000
1208,NULL,1406542249,NULL,0,NULL,NULL,NULL,NULL,http://t.co/S1zkMW23M8 http://t.co/RgREUZEHqA драйвер для скачать мегафон-модема,493700092428580000
1209,NULL,1406542303,NULL,NULL,NULL,NULL,NULL,1,Tele2 расширила границы MNP,493700321366250000
1210,NULL,1406542324,NULL,-1,NULL,NULL,NULL,NULL,у @megafonvolga какая скорость у lte обычно? у меня чота пинг высокий и скорость как на edge,493700409429880000
1211,NULL,1406542412,NULL,-1,NULL,NULL,NULL,NULL,"Если вас подписали без вашего ведома на платные подписки, то мегафон теперь срать ебал - это ваши проблемы, кароч.",493700778826420000
1212,NULL,1406542508,NULL,NULL,0,NULL,NULL,NULL,"О, смска... Эээ... Но телефон так далеко от дивана и наверняка это от мтс или реклама какая-то...)))))",493701182099950000
1213,NULL,1406542563,NULL,-1,NULL,NULL,NULL,NULL,"Платные подписки. Опять про ""мегафон"". http://t.co/w3l25V0zTJ",493701412132360000
1214,NULL,1406542732,NULL,--,NULL,NULL,NULL,NULL,"Святилище Уастырджи, Зарамаг, Мамисон. http://t.co/w4BjqbBahr #Осетия #КурортыСеверногоКавказа #Мамисон #КСК  #Мегафон #Кавказ",493702119635940000
1215,NULL,1406542843,NULL,NULL,1,NULL,NULL,NULL,@ru_mts  спасибо),493702584935670000
1216,-1,1406542902,NULL,NULL,NULL,NULL,NULL,NULL,"Инет от билайна работает так медленно, что я успеваю поныть об этом в твиттере пока загружается страница",493702833771130000
1217,NULL,1406542981,NULL,-1,NULL,NULL,NULL,NULL,"Мда. Ответ SMM специалиста к моему посту про @megafonru http://t.co/d4DbEXLH5l Лучше вообще ничего не писать, чем так :-(",493703164474830000
1218,NULL,1406543189,NULL,1,NULL,NULL,NULL,NULL,@EZh_666 мегафон в этом плане  очень даже ничего,493704034424210000
1219,NULL,1406543391,NULL,NULL,0,NULL,NULL,NULL,mf30 мтс драйвер скачать http://t.co/6lcnaoJBM6 zte http://t.co/otwt8QThRb,493704881862370000
1220,-1,1406543603,NULL,NULL,NULL,NULL,NULL,NULL,"@plushev сейчас с @Beeline_RUS такая же ситуация, дуют в уши про то, что он сам себе подключил подписку на короткие номера.",493705774708050000
1221,NULL,1406543677,NULL,0,NULL,NULL,NULL,NULL,"мне до среды надо интернет на мегафоне сделать, а я не могу зад поднять и сходить в салон",493706081819170000
1222,-1,1406543740,NULL,NULL,NULL,NULL,NULL,NULL,@mahrhell Билайн  не ловит в Бурятии,493706347352200000
1223,1,1406544097,NULL,NULL,NULL,NULL,NULL,NULL,"Клиенты ""Билайн"" в Сибири стали задавать меньше вопросов http://t.co/CcWG8kAmwh",493707843678110000
1224,NULL,1406544173,NULL,NULL,NULL,NULL,NULL,1,"Tele2, альтернативный оператор мобильной связи, объявляет о запуске роуминга в сетях Globe Telecom Inc. (Филиппины) и Tacom (Таджикистан).",493708162336560000
1225,NULL,1406544257,NULL,0,NULL,NULL,NULL,NULL,"УрБК, Екатеринбург, 28.07.2014. С начала года общий объем скачанных данных в сети уральского «МегаФона» превысил 27 млн гигабайт. При этом",493708514867820000
1226,NULL,1406544585,NULL,-1,NULL,NULL,NULL,NULL,"RT @Zadnica15: @_MCR_FOREVER кушай, брат, кушай
Сейчас Мегафон у нас к хуям зажмется, будет знать, как всякие хуевые снимки толкать",493709893350980000
1227,NULL,1406544740,NULL,NULL,NULL,0,NULL,NULL,Ездили типо на экскурсию в Ростелеком,493710540728840000
1228,NULL,1406545314,NULL,NULL,-1,NULL,NULL,NULL,К интернету от МТС хочется приложить подорожник.,493712949538600000
1229,NULL,1406546015,NULL,NULL,1,NULL,NULL,NULL,МТС инвестирует в развитие Кировской области,493715891381890000
1230,NULL,1406546278,NULL,NULL,0,NULL,NULL,NULL,"@ru_mts скажите пожалуйста, как мне из Канады СРОЧНО получить детализацию?!",493716991631720000
1231,NULL,1406546440,NULL,-1,NULL,NULL,NULL,NULL,RT @bacchity84: Человеческая скупость не знает границ. МегаФон - Москва.                                                Lapot,493717672228430000
1232,NULL,1406546541,NULL,NULL,NULL,0,NULL,NULL,@deniskazan @azamataka @liligalimova это не таттелеком. Это ростелеком,493718094649780000
1233,NULL,1406546551,NULL,NULL,0,NULL,NULL,NULL,инструкция на планшет как подключить модем коннект мтс http://t.co/IsCs7vMJLj #планшет #инструкция,493718138505030000
1234,NULL,1406546572,NULL,NULL,NULL,1,NULL,NULL,"""Ростелеком"" ввел в коммерческую эксплуатацию новую услугу ""Защищенный доступ в интернет из виртуальной частной сети"". Услуга предназначена",493718225340100000
1235,1,1406547045,NULL,NULL,NULL,NULL,NULL,NULL,@Beeline_RUS спасибо за оперативное решение вопроса.,493720207475900000
1236,NULL,1406547112,NULL,NULL,1,NULL,NULL,NULL,МТС инвестирует более 670 млн руб. в развитие телеком-инфраструктуры Кировской области http://t.co/podRPGLZAZ,493720491195370000
1237,0,1406547112,NULL,NULL,NULL,NULL,NULL,NULL,@Beeline_RUS сервис есть или нет?,493720492290100000
1238,NULL,1406547408,NULL,NULL,0,NULL,NULL,NULL,"Мои старые номера velcom/мтс уже не актуальны
Кому нужны новые , пишите в лс )",493721730612230000
1239,NULL,1406547507,NULL,NULL,NULL,-1,NULL,NULL,Деньги шли на @rostelecom 4часа! Жееесть....,493722147500870000
1240,0,1406547644,NULL,NULL,NULL,NULL,NULL,NULL,"@Pervushkin Петр, добрый день! Сейчас уточним поподробнее об этом оборудовании и ответим Вам. #билайн",493722719897550000
1241,NULL,1406547668,NULL,NULL,0,NULL,NULL,NULL,драйвер zte http://t.co/kxxErCIDNA мтс mf30,493722822095940000
1242,0,1406548070,NULL,NULL,NULL,NULL,NULL,NULL,"@insideiride давайте мы всё проверим, напишите, пожалуйста, Ваш номер модема, точный адрес и ссылку на твит на pomogite@beeline.ru. #билайн",493724510374620000
1243,1,1406548170,NULL,NULL,NULL,NULL,NULL,NULL,Клиенты «Билайна» получили «Интернет на всё»,493724929968590000
1244,NULL,1406548423,NULL,NULL,0,NULL,NULL,NULL,"Интересно,а Усик уже пропился что-ль в рекламе мтс?",493725989185550000
1245,NULL,1406548534,NULL,NULL,1,NULL,NULL,NULL,"@mitthrawnyryodo: Упс, вот это да! Такого я не ожидал!) #внезапно #халява #mts #porschecayenne http://t.co/cv2KNCuaRk",493726453159440000
